ID,Comment Text,Token Count,Label
4325,đòi nợ người_yêu cũ cũng sai hả=,9,Trung lập
4326,giờ mới bình_thường,4,Trung lập
4327,Sao bênh Kim_Sae_Ron lắm vậy,8,Không ủng hộ
4328,"đó giờ tao không khoái coi Kim_Soo_Hyun cho lắm tao chỉ coi của Jung_Hae_In , bâyh tao nghe vụ ông Kim_Soo_Hyun tao cũng thấy bình_thường :",37,Trung lập
4329,Ổng có tội gì đâu mấy bà,8,Ủng hộ
4330,Hum đó có ah in nữa . Èo,10,Không liên quan
4331,Tự_nhiên thấy vì tinh_tú nào đó ở VN cũng không đến_nỗi,14,Không liên quan
4332,Kể vậy cho nhanh … cảm_ơn nha,8,Không liên quan
4333,"Jack vn cũng đỡ ắ , kim_soo hyun bên hàn ngấm không nổi",14,Không ủng hộ
4334,hên quá vì tôi chỉ chubg tình với park bo gum,14,Không liên quan
4335,Kim_So_Hyun cứu Kera 1m =,8,Không liên quan
4336,"riêng mình thấy không có gì lạ khi trong tay có tiền và danh_tiếng , địa_vị . với trong showbiz cũng phức_tạp nữa không có bông hoa tuyết nào trong sácết",37,Trung lập
4337,Chưa thấy Kim_Soo_Hyun sai ở đâu để mà chê :,12,Ủng hộ
4338,đời tao tin mỗi Trần_Phi_Vũ,7,Không liên quan
4339,Như các bạn chia_tay người_yêu cũ xong có còn muốn liên_lạc nữa không hay_là ghét xúc đất đổ đi chia_tay 4 năm rồi mà_còn đòi hỗ_trợ tiền gì vậy trời,37,Không ủng hộ
4340,không bênh nha . Ủa nợ tiền phải trả là đươg nhiên mà sao lại tra nam ? Tệ_bạc chỗ nào ? Chia_tay 1 năm rồi mà vẫn cho mượn tiền vậy là tệ hả ? ? ? Rồi người_yêu cũ mà sao bắt nó quan_tâm này kia ? ?,58,Ủng hộ
4341,Người_yêu cũ mà nợ bạn 12 tỷ bạn có đòi không ? Người_yêu cũ nhắn_tin bạn sẽ trả_lời chứ ? Người_yêu cũ mất bạn liệu có dự đám_tang ? Kim_soo hyun thật_sự tốt lắm mới cho Người_yêu cũ vay tiền đó ...,53,Ủng hộ
4342,nhìn 2 người tao thấy có tướng phu_thê,9,Trung lập
4343,Giải_thích hoặc Giải_nghệ . Anh chọn đi,9,Không ủng hộ
4344,Đơn_vị_tiền_tệ mới nha . 1 Kim_Soo_Hyun = 20 tỉ won,15,Không liên quan
4345,ủa nm người_yêu cũ mà mấy mấ,9,Không liên quan
4346,Hết dám gọi chòng rồi,6,Không ủng hộ
4347,Coi cái này ở đâu vậy ạa,8,Không liên quan
4348,may xem queen of tears trước drama này,10,Trung lập
4349,may là tui không xem phim nên không luỵ anh nì lắm,14,Trung lập
4350,hên không có mê trai hàn,6,Không liên quan
4351,thất_tình bây ơi,4,Không liên quan
4352,Ê nha ê nha ? ? Gì vậy trời giờ chắc chỉ tin Jung_Hae_In với SongKang thoi quá,22,Không liên quan
4353,Ủa tự_nhiên giờ đỗ cho ảnh,8,Không ủng hộ
4354,Chỉ tin vào nhan_sắc không tin vào nhân_phẩm là thứ tao rút ra được từ khi đu idol hàn ;,22,Không ủng hộ
4355,"Còn bênh được mới hay , kbic có bỏ bùa mê gi không ..",16,Không ủng hộ
4356,Hổng thấy chồng tao sai ở đâu luôn á,10,Ủng hộ
4357,hết thấy đẹp_trai,4,Không ủng hộ
4358,Chòi oiii tôi không tinnnn,8,Trung lập
4359,tiêu_chuẩn hay này hỏi anh mộ xum_xuê của tao xem năm làm vài tỉ có cho ai vay không,21,Không liên quan
4360,Đợi bà kia chuyển sinh về báo_thù kkk,10,Không liên quan
4361,Ép người_yêu củ đến tận_cùng AQ trong hình_hài Thiên_Thần,14,Không ủng hộ
4362,sao ổng 6 mà_còn 7,6,Không liên quan
4363,ê mất_công hôm bữa xem phim ổng khóc quá_trời nay hú_hồn,14,Trung lập
4364,giao_diện good boy đó,5,Trung lập
4365,tao chưa thấy tệ_bạc hay anh này sai ở đâu hết :,13,Ủng hộ
4366,Đọc xong vẫn chưa thấy sai khúc nào,8,Trung lập
4367,đó đó nó vô bênh nữa rồi đó .,9,Không ủng hộ
4368,ý là buồn hay không người_yêu cũ thì phải đăng bài chia buồn hả ? Người_yêu cũ chứ phải ai đâu mà không được đi tiệc vậy,29,Trung lập
4369,có đăng nha má ? ? ?,7,Không liên quan
4370,một 9 một 10 với anh Gì,8,Không liên quan
4371,đã từ hiểu thành không hiểu ...,8,Trung lập
4372,hên quá không thích ảnh,5,Không ủng hộ
4373,ai bênh tao lạy 5 lạy,6,Không liên quan
4374,Hơn anh jack của tao nữa cơ_mà,8,Không liên quan
4375,may tao không mê ông này,6,Không ủng hộ
4376,ê tao cũng 16/2,4,Không liên quan
4377,Vì sao đưa anh đến ? ?,8,Không liên quan
4378,"Jung_Haein với Ji_Chang_Wook oi , em tin 2 anh nữa thôi đó",17,Không liên quan
4379,Ê riêng tao thay 6,5,Không liên quan
4380,"được_cái đz hơn jack , hào_lý còn cái nết y_chang nhau",15,Không ủng hộ
4381,cùng thểloai với haoly,8,Không liên quan
4382,Vãi sốc,3,Trung lập
4383,Cái viện đó là như_thế_nào vậy mọi người,10,Trung lập
4384,mới coi bên bống niềng nghe lại bên đây nó khác khác,12,Không liên quan
4385,Tao không tin,3,Không ủng hộ
4386,"1 là 19t chứ không phải 15 tuổi , 2 là lúc bả mất thì ổng không có bình_thường tại vì đi party không để_ý được chưa",30,Trung lập
4387,hôm bữa thấy 700 triệu won mà ?,8,Trung lập
4388,jack cũng chỉ là cái tuổi,6,Không liên quan
4389,klq nhưng_mà tiền phạt + bồi_thường cũng trả rồi mà cứ chửi Kim sae ron,20,Không liên quan
4390,người_yêu cũ mất phải khóc_lóc à,8,Không liên quan
4391,benzema ở Hàn_Xẻng à,7,Không liên quan
4392,tui đội_ơn bà . tui nhiều chuyện mà toàn tiếng hàn,12,Không liên quan
4393,Tôi vẫn chưa thấy anh tôi á.c,9,Trung lập
4394,đại_sứ Prada,3,Không liên quan
4395,"Ý là chia_tay lâu rồi là vẫn phải giúp ấy hả , không thấy ảnh sai chỗ nào sai cái gì lun á",25,Không ủng hộ
4396,Người của công_chúng lun chịu nhìu áp_lực hơn người thường,14,Trung lập
4397,Luật_sư_Baek_Hyun_Woo đi cứu Kim_Soo_Hyun đi kìa,13,Không liên quan
4398,rồi ok queen of tears là tao đó trời_ơi,12,Không liên quan
4399,người_yêu cũ mà nhỉ,5,Trung lập
4400,Giờ làm shao cứu nổi chòng mình đayy,12,Ủng hộ
4401,Là sai chỗ nào,4,Không liên quan
4402,những đau_buồn bắt_nguồn từ tai_nạn xe chứ tại gì ông kia,14,Trung lập
4403,"ê chủ thớt cho mượn ít tiền đi , không được đòi nha",13,Không liên quan
4404,Chọn người_yêu giàu_có . Xong khi nợ_nần lại quay lưng . Đúng bài_học đáng_giá thật,20,Không ủng hộ
4405,ai cú kim_soo hyun đi bây,7,Không ủng hộ
4406,hình_như lúc ổng cho bả mượn tiền là có 12 tỷ th mà giờ đòi tới 350 tỷ ông cố ơi,22,Trung lập
4407,"Tao thấy ổng không có sai nợ là phải trả , chia_tay 2 năm rồi không giữ liên_lạc cũng là việc bình_thường mà mấy bạn . bộ không giữ liên_lạc là sai hả mấy bạn",39,Ủng hộ
4408,ê tao không bếnh nhưng_mà tao thấy gia_đình của chị cũng có lỗi ý,17,Trung lập
4409,jack vẫn tốt chán,4,Không liên quan
4410,chưa thấy sai ở đâu,5,Trung lập
4411,+1 máy khs vẫn có người bênh Kim_Soo_Hyun và bảo ổng không sai,16,Không ủng hộ
4412,-1 anh deptrai tại Hàn_Quốc :,9,Không liên quan
4413,mấy má không bình_thường nghĩ hay sao mà_còn nói nghe mà không bình_thường sai chỗ nào,19,Không liên quan
4414,Bổ_ích quá mom ơi,5,Không liên quan
4415,top 1 người ri yêu drama tui luôn tin_tưởng,10,Trung lập
4416,sai ở đâu vậy mọi người,6,Trung lập
4417,đang cày qeen of tears luôn á trời,10,Không liên quan
4418,Người Hàn mà,3,Không liên quan
4419,ê tao thấy cha này bình_thường mà .... tao thấy Bogum đẹp_trai gấp 202028474746336 lần ông này,26,Không liên quan
4420,Nữ_hoàng nước_mắt của tao trời_ơi,8,Không liên quan
4421,có ai đúng đâu mà,5,Trung lập
4422,700 triệu won mah,4,Không liên quan
4423,Còn ai theo ổng không,5,Không ủng hộ
4424,Bài_học tao rút ra được là không cho người_yêu mượn tiền lỡ sau_này chia_tay thì rất mợt,22,Không liên quan
4425,ác chổ nào,4,Không liên quan
4426,tao xem live nửa tiếng rồi vẫn không thấy ảnh đâu,11,Không liên quan
4427,ý là coi hết mà chưa thấy sai ?,10,Trung lập
4428,U là trời phi vì sao đưa anh tới,9,Không liên quan
4429,ê mà bạn tao bênh cha này bất_chấp,9,Ủng hộ
4430,Chưa ơi ! Thần_tượng của tao một thời ! Thất_vọng quá,15,Không ủng hộ
4431,ê mà ổng là người trong good day hả mọi người,11,Không liên quan
4432,ủa tưởng có 700 triệu,5,Trung lập
4433,giờ quen ai còn đang đi học là sai hả,10,Trung lập
4434,PARK SEO JOON em tin mỗi_anh,10,Không liên quan
4435,Không hiểu vấn_đề gì mà kim seron mất ?,13,Trung lập
4436,Trời_ơi trời tao hít drama hqa tới giờ mún loạn_ngôn lun rồi bây ơi bây,19,Không liên quan
4437,6 đau 6 đớnn,6,Không liên quan
4438,sao mà bênh được hay vậyMấy cô tỉnh lại điiii,13,Không ủng hộ
4439,Ũa dị là tra nam đó hả ?,9,Không ủng hộ
4440,jack hàn_quốc hả chờii,7,Không liên quan
4441,Ý là chia_tay rồi á,6,Trung lập
4442,Qua cái phốt này tao thấy có nhiều người có cái suy nghỉ lệch_lạc,15,Trung lập
4443,Riết rồi nó dắt tao đi gần hết HQ rồi đs,13,Không liên quan
4444,Đã có người mất rồi mong không cs người mất thêm,11,Trung lập
4445,bênh cái gì loại này vậy mấy mẹ,8,Không ủng hộ
4446,"Ý là_soo hyun muốn sae ron trả lại tiền ngay_lập_tức trong khi saeron nhắn là phải từ_từ cô mới kiếm thêm được nhưng_soo hyun lại làm_lơ . Với_lại bây nghĩ 1 người 27 tuổi hh với 1 người đang vị_thành_niên là bình_thường hả ? Tình cũ mất ngay ngày sn mà vẫn bình_thường , ít_nhất vẫn phải còn lòng người chứ ? Đã là người của công_chúng thì phải biết chừng_mực chứ ?",91,Không ủng hộ
4447,ủa Kim_Soo_Hyun là cái người đóng phim làm rể nhà hào môn đó hả,16,Không liên quan
4448,pha này phải mời luật_sư mafia vincenzo casano bên ý về bào_chữa cho kim_soo Hyun,22,Không liên quan
4449,Kim_Soo_Hyun chuẩn_bị đi tù vì yêu trẻ dưới vị_thành_niên giông ngô Diệp phàm rồi,19,Không ủng hộ
4450,Team chỉ thích trai trung gái hàn thấy trai hàn 6 -1 s idol,15,Không liên quan
4451,tui tin mỗi Cha Eun_Woo,6,Không liên quan
4452,Cả đời tao chỉ tin mỗi Deasung,9,Không liên quan
4453,2 người quen nhau tự nghiện mà : hài,9,Không liên quan
4454,tai_nạn xe gì thế mọi người chưa hóng được,10,Không liên quan
4455,Sư_phụ của jack :,5,Không liên quan
4456,Kim_Soo_Hyun tự huỷ_hoại danh_tiếng của mình,12,Không ủng hộ
4457,Kim_soo hyun không có saii,7,Ủng hộ
4458,là sao chưa hiểu lắm bà_con ơi,8,Trung lập
4459,từ oppa thành thằng,5,Không ủng hộ
4460,tự_dưng thấy Jack cũng bình_thường,7,Không liên quan
4461,không bao_giờ tin vào tình_yêu nữa,8,Không liên quan
4462,"Viện Garo sero lúc khi bé Kim sae ron còn sống cũng hùa vào tấn_công con_bé á bạn , giờ là tấn_công Kim_soo hyun , họ muốn donate và câu view thôi . Có bài đính_chính rồi á , 2 ng quen nhau rất chân_thành lúc Kim_soo hyun đã là lơn rồi",66,Ủng hộ
4463,Queen of tears là tao nè,7,Không liên quan
4464,Nhưng tao vẫn fan,4,Ủng hộ
4465,Hơn cả anh Jack của tao nữa,7,Không liên quan
4466,Fl hóng liền,4,Không liên quan
4467,"mới đọc được comment "" sai_lầm lớn nhất của ông này là quen bà này "" ?",18,Trung lập
4468,dị hả mà ông đó là ai dị ? ? ?,11,Không liên quan
4469,Cha má ơi ổng trùng sn tao mới ghê,9,Không liên quan
4470,Thật may tôi chọn trai 2D,6,Không liên quan
4471,Rồi ổng sao chỗ nào ? ? ?,8,Trung lập
4472,dưới comment bênh dữ rồi,5,Ủng hộ
4473,đọc comment không thấy tình người luôn,7,Trung lập
4474,Hên tớ mê Byeon_Woo_Seok và Song Kang,11,Không liên quan
4475,Gừng càng già càng cay,5,Không liên quan
4476,ee 16/2 snhat của em luonn,10,Không liên quan
4477,rồi là sai chỗ nào !,7,Trung lập
4478,quá thất_vọng,3,Không ủng hộ
4479,cho_rồi mà_còn đòi lại thì hiểu rồi,9,Không ủng hộ
4480,Anh Phàm từng nói :,6,Không liên quan
4481,Ổng đính_chính rồi kìa,6,Trung lập
4482,tra nam là gì vậy,5,Không liên quan
4483,"Ủa mà dụ này là sao vậy , vẫn không hỉu ai sai",16,Trung lập
4484,Sao bênh Kim_Soo_Hyun lắm vậy,7,Không ủng hộ
4485,thương Sae ron.có nợ_nần người ta cũng không đến_nỗi bị trầm_cảm nặng như thế.qua vụ này là bình_thường lúc chỉ còn sống mọi người xung_quanh vô_tâm với chỉ như nào :,43,Không ủng hộ
4486,tao phải_lòng mỗi cha eun wooo,9,Không liên quan
4487,"ý là lần đầu gọi đã block rồi , là không muốn nghe nữa , lại còn lì gọi số khác làm_phiền nữa , xong lại bảo gửi là sai",35,Không ủng hộ
4488,để_ý ..... ai khờ drama đi kím bà này ngay cho tuoiiii= ] ] ] ],24,Không liên quan
4489,"Tiệc đó có anh Taeyang của tao nua , tha anh tao với",14,Không liên quan
4490,"Ủa rồi ông này sai chỗ nào vậy , mấy mắ cứ hùa xong kêu tra nam_bộ không phân_biệt được đâu là đúng đâu là sai hả",32,Trung lập
4491,ê bên hàn cấm yêu_đương dưới 18 à hỏi thật,11,Trung lập
4492,bà là anti ổng đk,6,Không liên quan
4493,chủ tus làm vd kiểu không có bằng_chứng từ 2 phía như thế_này thì chịu rồi,19,Trung lập
4494,tao hỏng biết ảnh là ai cho đến khi drama xảy ra ! dù tao bot lun á,19,Không liên quan
4495,"Qua con_nhỏ này nói , tao chưa tháy thang nay sao chỗ nào",16,Không ủng hộ
4496,"Tóm_lại là yêu có sự đồng_ý 2 người , yêu lúc trưởng_thành hay không .... nếu từ 2 phía thì chia_tay rồi làm_lơ hay không cho vay tiền là bình_thường , sao giờ quay lại đổ lỗi cho Kim_soo hyun nhỉ",52,Ủng hộ
4497,Thắc_mắc cái là bộ phải có_hiếu với người_yêu cũ hay gì,15,Trung lập
4498,hên quá tao không mê ổng,6,Không ủng hộ
4499,Cái hai người hôn má nhau thì áo của bả là năm 2019 là lúc đó bả đâu phải 15 tuổi đâu ? ? ?,26,Trung lập
4500,người_yêu của những bé nói ông này hỏng có tình người .. đâu nhắn cho tụi nó hỏi mượn 10 triệu coi tụi nói có cho không mấy ông,31,Ủng hộ
4501,700 triệu won= 20 tỷ Won khủng_khiếp .. ép người ta quá nên tự_sát không ta cũng suy ra vậy,23,Không ủng hộ
4502,"ủa ai bảo là người_yêu cũ là phải qtam , chăm_sóc vậy ?",17,Không liên quan
4503,bà này dìm Kim_Soo_Hyun dữ,7,Không ủng hộ
4504,"sai chỗ nào vậy , thấy bình_thường mà ?",11,Trung lập
4505,Ủa chia_tay rồi liên_quan gì tao thấy ổng không sai lun à,16,Ủng hộ
4506,mình vẫn tin_soo hyun,5,Ủng hộ
4507,nhưng_mà Cha Eun_Woo đz tao còn tin_tưởng được,12,Không liên quan
4508,Tội kim sae ron,5,Không ủng hộ
4509,Mày bị sao đấy,4,Không liên quan
4510,Có ai bị tụi fan anh kia chỉ_trích chưa,10,Trung lập
4511,vậy anh jack còn tốt ác,6,Không liên quan
4512,khả_năng là người_yêu cũ mất tao phải thờ luôn cả người_yêu cũ quá cm,17,Không liên quan
4513,Ê tập 2 đi căng nha má,7,Không liên quan
4514,Chẳng sai gì cả,4,Trung lập
4515,Kim_Sae_Ron sao mất vậy ạ,8,Không liên quan
4516,Lúc bị gì cơ,4,Không liên quan
4517,Nói_chung đời này tao tin mỗi Choi_Woo_Sik,11,Không liên quan
4518,"thêm đơn_vị tiền mới , 1 Kim_Soo_Huyn = 350 tỉ",15,Không liên quan
4519,tao cũng không ngờ luon,6,Trung lập
4520,Tui chỉ tin anh Ji_Chang_Wook thôi !,10,Không liên quan
4521,coi live ở đâu vậy mấy bà oi,8,Không liên quan
4522,mồ_côi chồng,3,Không liên quan
4523,sai ở chổ ổng là người nổi_tiếng :,10,Không ủng hộ
4524,mày chắc hiền à nha,5,Không liên quan
4525,25/2 sinh_nhật toi đó,5,Không liên quan
4526,tra nam là sao,4,Không liên quan
4527,ũa rồi liên_quan gì tới VN,7,Không liên quan
4528,ê mắ = sáng sớm tao cbi đi thi mà_còn hóng được drama hàn_quốc lun nè,21,Không liên quan
4529,đây mới là kimkim couple nè,9,Không liên quan
4530,"ê cái này không bênh , nhưng_mà nếu lúc đó 2 người quen thì cũng từ 2 phía , nếu_mà Kim sae ron không chịu thì có trời ông Kim_soo hyun quen được , với sao gia_đình không bốc phốt Kim_soo hyun từ lúc thằng_chả quen Kim sae ron mà tới lúc đòi tiền rồi thì lại phốt ?",70,Trung lập
4531,"ủa rồi ổng bả quen nhau đều cs sự cho_phép của đối_phương mới quen chứ cpk mih ổng đâu , 15 tuổi rồi chứ có phải con_nít nữa đâu mà không bình_thường",40,Trung lập
4532,kim_soo hyun cứu kẹo hoa_quả của hằng du_mục,11,Không liên quan
4533,ảnh đẹp mà ảnh tồi quá,6,Không ủng hộ
4534,"Ủa rồi ổ sai khúc nào ? y nhau rồi chia_tay , xog nợ tiền rồi ổ đòi , tiền tỷ chứ phải tiền triệu , mấy má nói_chuyện đạo_đức_ghê , còn ts phủ_nhận vì lúc đó cũng Chia_tay rồi , mạnh ai nấy sống có sự_nghiệp riêng khui ra làm gi trời",68,Ủng hộ
4535,Soán ngôi Jack 5 củ,6,Không liên quan
4536,Gia_đình muốn đòi lại danh_dự hay vòi tiền đợt bà này còn sống phải đi đóng phim từ bé để lai lưng ra trả nợ cho mẹ mà giờ bà mất rồi chắc hết tiền lại giở ra_trò khác,42,Không ủng hộ
4537,hên quá đó giờ không mê chả,7,Không ủng hộ
4538,hên quá tou thích con gái,6,Không liên quan
4539,"ba_má tao hơn kém nhau 13 tuổi thì tao đang thấy cái việc quen kém tuổi không đến nổi còn việc mượn nợ mà đòi trả_góp thì tao không ưa lắm tại bây nghĩ thử đi cho người ta mượn 10k thì mình đưa 1 lượt cái hồi trả ăn ròi cứ 2k , 3k là tao chúa ghét",64,Trung lập
4540,vẫn chưa thấy sai chỗ nào ?,8,Trung lập
4541,Ê nhiều đứa u_mê thằng_cha này quá hay gì mà bênh ghê . Phận đàn_bà con gái không bênh nhau thì thôi bây_giờ có đứa chia_tay đòi quà mấy má coi dựng mồng lên không mà giờ bênh,43,Không ủng hộ
4542,cuộc_sống thật đẹp nếu mình bình_thường kệ .,11,Không liên quan
4543,Tất_cả đều từ 1 phía bên dì Kim sae ron đưa ra . Mà Người_yêu cũ mấy năm trước rồi giờ Kim sae ron mất ổng phải làm_sao thì mới dừa lòng,37,Ủng hộ
4544,Trai hq hình_như chỉ để nhìn thôi chứ ấy quá ha,13,Không ủng hộ
4545,Tính ra tao không thấy cha này đẹp ngay từ đầu,11,Không ủng hộ
4546,"là chia_tay mấy năm rồi không được quen người_yêu , chia_tay xong vẫn cho mượn tiền xong mấy năm sau đòi thì bị tố phụ_bạc , chia_tay xong không dự đám tag thì bị nói là phũ_phàng ? tiêu_chuẩn gì cao dữ vậy mấy má ?",58,Ủng hộ
4547,"Nếu lúc đó ổng đòi quen tụi mình lúc 15 tuổi mấy chị chịu không , em chịu nha không công_khai em cũng chịu đỡ hơn gặp mấy thằng vừa nghèo mà vừa xấu vừa tồi vừa trẻ trâu",41,Ủng hộ
4548,mọi thông_tin chưa được xác_nhận mà :,9,Trung lập
4549,"chửi hoài ? trừ cái vụ qhtd chưa được xác_minh ra thì đúng là ô sai . còn lúc đó ô không cho mượn tiền thì Kim sae ron cũng không còn đường gia_đình thì không quan_tâm , cộng_đồng mạng thì chửi . giờ ô đòi lại thì kêu không có tình người , sao lúc cho mượn không khen đi tốt lắm mới cho mượn á !",77,Ủng hộ
4550,"Tao chỉ thắc_mắc là sao còn sống không thấy gia_đình đâu , giờ tự_sát xong cái gia_đình lên_tiếng bảo_vệ . Còn sống thì lấy tiền đi đầu_tư cửa_hàng .",39,Không ủng hộ
4551,một người sắp bước vào tuổi trung_niên một người sắp bước vào tuổi thành_niên,16,Không ủng hộ
4552,"mấy con vẫn cố bênh cơ , 15-16 tuổi yêu la chuyện bình_thường bố_mẹ Kim_Sae_Ron chắc chỉ nghĩ là yêu nhau thì không quan_trọng tuổi , nhưng_mà ai_ngờ đâu cỡ này nè",41,Không ủng hộ
4553,thương chưa sae ron quá vậy_mà cũng có người vô bênh ông kia nữa trời,17,Không ủng hộ
4554,ý là bản_thân bạn cũng hóng drama chưa xác_thực mà bạn nói như_vậy có bị 1 chiều quá không,22,Trung lập
4555,"thật_ra sống ở Hàn đi , rùi sẽ biết trung_bình trai Hàn nó tồi vậy á nhưng_mà họ diễn á mọi người . Mấy anh tốt tốt bị gắp hết rùi hoặc có_thể mấy ảnh chưa lòi mặt thật_ra thui",47,Không ủng hộ
4556,Lúc cô còn sống sao không nói gì đi mất rồi mới này kia là sao,16,Không ủng hộ
4557,"ê nhưng_mà mình cũng không nên nói vậy chứ má nghe phải nghe từ hai phía thì rồi hẵng nói đi trời , đợi Kim_Soo_Hyun lên_tiếng đi rồi thích thằng_cha này cha kia thì không ai bảo gì c đâu á",49,Trung lập
4558,yêu_đương la tự_nguyện bjo người mất rồi lại đi kéo người khác xuống,16,Không ủng hộ
4559,Trời oi coi ảnh kìa,5,Không liên quan
4560,ủa quen hồi 15 hay 16,6,Trung lập
4561,Thật luôn hả trời đẹp_trai mà tồi,8,Không ủng hộ
4562,chị này có đóng vai gì nhớ bả đóng thiên_thần ... thích bả mà giờ hay tin bả mất buồn vậy,23,Không liên quan
4563,Sao lúc người ta còn không ai lên_tiếng đòi công_bằng đi . Bao năm sống vất_vả trật vật sao không thấy ai nói gì . Người ta mất rồi mới đào lên . Không cho người ta yên_nghỉ nữa …,45,Không ủng hộ
4564,gia_đình bà kia có không vừa,7,Không ủng hộ
4565,Đỉnh lưu phàm cưa đã nói rồi : không bông tuyết nào trong_sạch nhé,17,Không ủng hộ
4566,"không bíc sao nữa nhưng_mà sao chị Kim sae ron mí gdinh không lên_tiếng từ lâu đi nhỉ ! ! chứ giờ mất rồi lên_tiếng cũng mất_công , với cả thật giả lẫn_lộn thiệt chớ",45,Trung lập
4567,Thảo_nào nhìn cứ như jack,6,Không liên quan
4568,Tự_nhiên gây tai_nạn người ta đứng ra bồi_thường dùm mà tới tận 2 năm người mới đòi xong nói người ta không có tình người,28,Không ủng hộ
4569,"May quá , tao không hề ưa tài_khoản này , không coi phim nó đóng , không có tí tình_cảm thừa_thãi nào nên drama nổ ra tao đứng ngoài hóng",35,Không liên quan
4570,"Ai sao tao không biết chứ trong mắt tao Kim_soo hyun chưa bao_giờ đẹp , tao cũng chưa từng coi phim Kim_soo hyun đóng luôn",29,Không ủng hộ
4571,Công_đức vô_lượng,4,Không liên quan
4572,thôi cất poster vào góc thôi,6,Không ủng hộ
4573,chia_tay rồi thôi chứ đòi ân_nghĩa gì trời,10,Không ủng hộ
4574,thế_giới có 2 drama 1 là trung 2 là hàn,11,Không liên quan
4575,"Nghe mấy mẹ kêu nói đâu tưởng tiền trainning của công_ty hay tiền mượn nợ , tiền bị tai_nạn tung xe ? . ? Còn bắt trả liền nữa , kiện nữa ? Bạn trai mà tao tượng bộn làn không đó , ác dữ trời",53,Không ủng hộ
4576,Số nợ từ năm 2022 tới tháng 3/2024 mới có thông_tin đòi nợ . Nhưng tới 2025 cũng đã trả đâu ? Khi công_ty đòi nợ bảo kiện nhưng đã có đơn kiện nào chưa vậy ?,42,Trung lập
4577,nghĩ sao mà 27 tuổi đi quen 1 đứa 15 tuổi được vậy trời :,15,Không ủng hộ
4578,Nhăm_nhăm nguyên ngày ộp lên tíc tóc coi bà rì viu xong là hít dramu ngon_ơ quá yêu,27,Không liên quan
4579,ê tao không phải fan nhưng_mà cái hình hôn má giống ghép vậy_mà bây ơi =,18,Trung lập
4580,người lười cần Nẹo,5,Không liên quan
4581,2000 chết uổn quá vì tình,7,Không liên quan
4582,sớm nẹo ơi,4,Không liên quan
4583,nội mẹ ơi 16/2 cùng ngày_sinh của mình,9,Không liên quan
4584,"gia_đình của chị ấy cũng chỉ vì muốn tiền mà cô ấy làm ra nhỉ , .. chứ không hề ngan cấm việc đứa cgai mình quen 1 ông chú .",34,Không ủng hộ
4585,1 jack . 5 củ 1 Kim_Soo_Hyun = 20 tỷ won :,14,Không liên quan
4586,thật tuyệt_vời vì tình_đầu là park eun seok・∀・,15,Không liên quan
4587,"Chịu thật cứ thấy trai đẹp là bênh , bọn con gái trong này như bị ấm_đầu hết rùi",22,Không ủng hộ
4588,bbth2 lại toang rồi,6,Không liên quan
4589,Ý là người_yêu cũ của mà nợ tao 700k tao cũng nhí đòi đến_cùng nhé .,19,Trung lập
4590,giờ công_khai yêu ryu jun yeol là cứu được cả hai rồi,15,Không liên quan
4591,"Hình_như tao nhớ gần đây có vụ bên trung cũng na_ná thế_này , sau lại quay xe ầm_ầm , việc nhà lo chưa xong đi lo việc thiên_hạ",34,Trung lập
4592,tưởng phim không :,4,Không liên quan
4593,“ mấy tên đẹp_trai thật nguy_hiểm ” đúng thiệt,12,Không ủng hộ
4594,có mấy đứa bênh bất_chấp vậy thì chịu,9,Không ủng hộ
4595,"nghe hết thấy cũng chả sai ở đâu , nợ thì đòi th , người_yêu cũ mất thì buồn cái gì khóc_lóc van_xin hả15 với 27 quen nhau cũng bình_thường tự_nguyện chứ có ép đâu",42,Ủng hộ
4596,sn ba tao với ổng chung ngày,7,Không liên quan
4597,Người ta cũng chia_tay nhau 4 năm rồi mà . Ổng có làm gì sai đâu nhỉ . Không đi viếng cũng sai . Nợ 20 tỷ won đòi cũng sai ? ? ? ? ? Đi chơi cũng sai ? ? Ủa ? ?,51,Ủng hộ
4598,"Đã nợ được thì phải có trách_nhiệm trả , gia_hạn nợ hay không là quyền của chủ_nợ . Đã yêu nhau thì được đồng í từ 2 phía . chia_tay rồi làm_lơ là bình_thường mà . không phủ_nhận là ông kia dồn cô ấy , nhưng không có chuyện bỗng_nhiên",59,Trung lập
4599,thoi nghe thoi,3,Không liên quan
4600,Jz trời,3,Không liên quan
4601,Công_đức vô_lượng hồi tối thất_tình nên chưa hóng kịp,12,Không liên quan
4602,Nhưng_mà tao đang thắc_mắc là lúc chị này vật_vã thì ai là người dồn chị này vào đường cùng ? Là tụi netizens HQ hay thực_sự là Kim_soo hyun . Rồi gia_đình chị này ở đâu lúc đó mà giờ chòi cái mặt lên ?,57,Trung lập
4603,"Theo người đẹp nói , mình không thấy anh này sai . Không giúp thì này kia , giúp chắc gì không tạo ra kẻ vô_ơn .",30,Ủng hộ
4604,Đợi tao đi học về cái hóng tiếp nữa nhà bây,11,Trung lập
4605,Vẽi sinh nhựt tui lun,9,Không liên quan
4606,Không ấy kiếm thầy đồng mời lên được không ? Tao bắt_đầu thấy sự bào tận xác của cái nhà kia rồi đó . Nghĩ làm to thì ổng sẽ nôn tiền nhưng ổng không nôn . Huhu,41,Không liên quan
