ID,Comment Text,Token Count
1707,Uno de mis kdramas favoritos,12
1708,tell me I'mày one not the only one feel shocked seeing mostly defending him is black people I guess too much freedom can corrupt their mind,47
1709,Diddy of Korea,4
1710,serem cuk,4
1711,sullivan give me the child!!!,11
1712,la cancion le cae anh pelo fuera burlas,14
1713,rona run,3
1714,Escondan anh las menoressssss,10
1715,bruh you guys be reaching for anything,13
1716,Kim Diddy,3
1717,é o pdiddy coreano,9
1718,"this is going too far bro, I mean seo ye ji is my favourite but broooo",26
1719,the director : i already gave you anh hint,14
1720,Rest is no longer funny,8
1721,Uhhh don’tao do thattt,10
1722,YAALLAHHHH TAKUT BGTTTT LIAT MUKANYAAAAAAA,20
1723,oh my God,4
1724,Noooooooo,4
1725,FOULLLLL,5
1726,"Gw gak salahin sae ron, asli yang bikin kesel tuh dimana peran ortunya sae ron saat itu? Kayakk kok bisa mereka membiarkan anak perempuan mereka yang masih dibawah umur buat pacaran sama om”. Gak mungkin mereka gak tahu, pacarannya aja 6 tahun.",101
1727,oh yoonhee ini selamitan anakmu ada kim diddy,17
1728,broo doesn'tao hate him it was not his fault if it was we are not confirmed so plzz stop these aligations,36
1729,RUN DEKKK,5
1730,okkk yall need to stop assuming things without hearing his side of the story,26
1731,CREEEEEPPPP that'sao so scary I can'tao unsee it now,22
1732,where was her parents when she started with him call her parents na,20
1733,ngeriii,3
1734,this is not the time to make jokes guys..,13
1735,kayak si satria njir mukanya,10
1736,what'sao all this now??,9
1737,BAE RO NAAAA WYD HEREEE,10
1738,"Guys, what'sao wrong?",11
1739,jirrrrrrrrrrt,8
1740,Bro I just hope he doesn’tao off himself because of all the hate. That girl already punished him with offing herself on HIS Birthday,46
1741,"Sullivan, dame anh la niña",11
1742,"Even wo todays issue, 1st impression kinda weird, sulli, yj and Kim Sae Ron all linked to him. anyway, this will pass as if nothing happened. Money is powerful. just sayin. & he still 20+Mày on iG.",72
1743,I shouldn’tao be laughing but this is mad funny,17
1744,I can’tao and he was one my favs..,13
1745,bae rona,4
1746,rápido escondan anh las niñas,12
1747,LMAO,3
1748,"People are so stupid, was he the script writer?",14
1749,Korean diddy,5
1750,This was my first kdrama,6
1751,Top Devil,3
1752,You can never bring down this actor,10
1753,Gee now he looks like anh villain everytime I see him,18
1754,"looking back everyone loved his acting skills buh what is all this right now, y'all are killers honestly how can y'all do this like fr no one is perfect buh y'all act like y'all are",64
1755,We love you kim don’tao mind them h8ters,12
1756,he was thinking about reaching to the stars,13
1757,he is disgusting jail,7
1758,Oppa why,4
1759,he like it especially that she'sao crying,13
1760,không gw jadi takut ya,8
1761,is she the real Idol??,8
1762,y'all are terrible,7
1763,get him away from the children and all the women,14
1764,You all love the scene before but now u all are adding Meaning to everything the guy do now. Humans,30
1765,MERINDINKK,5
1766,why can'tao I unsee it,9
1767,Diddy from Korea,4
1768,Stop I Even take these videos seriously but fr,16
1769,BRO WTH- YOU RUINED THAT! DO IT AGAIN !!!,22
1770,Run baby run,3
1771,Takut bgt anjjjjj,10
1772,I mean I’mày sad but I’mày ok,12
1773,this is my favourite dreams he’sao literally ruined it for me,22
1774,y'all,3
1775,haystt I was anh big fan of him,11
1776,Kim soo hyun jd pemenang sound ini,12
1777,I had that weird feeling when this scene came out. Like inappropriate. But thought to myself this is just không drama thing.,39
1778,this is crazy different now.,9
1779,Ehh you guys are unbelievable,12
1780,Top 10 times actors weren’tao acting,11
1781,Seriously,3
1782,that'sao why his acting felt so real,14
1783,Sau vụ này cho dù có được giải oan hay không thì cái fact yêu người kém 12t vẫn là sự thật và thử hỏi có diễn viên nữ nào dám đóng cặp nữa hay không :,39
1784,he probably read this part in the script wanted the role,18
1785,Name of drama,4
1786,diddy would be proud,9
1787,diabolical,4
1788,Heeee geli,5
1789,can someone elain,6
1790,iykyk,3
1791,brr khajimaaa,6
1792,sereemmm,4
1793,jeball,3
1794,how can I finish this drama now am on episode 8,14
1795,korean diddy,5
1796,funny how y'all were shipping them with the same videos anh few months back,25
1797,"lúc chưa drama : né tại ngại,đang thích nhau lúc drama : biết con người thật của ổng nên né",24
1798,"thôi , ngày đấy chúng mày bảo đây là dv nam duy nhất cô ý cầm vào tay khi họ đỡ cô lên bậc thang, nh người khác cô chỉ nắm vạt áo. G có vụ này thì lại she knows",47
1799,If she knows she shouldn’tao accept the role /project … it was successful because of Kim soo hyun …,37
1800,Kim Soo Hyun is anh human with an angel face but anh devil heart. #BoycottKimSooHyun #BoycottGoldMedalist,35
1801,she just feel uncomfortable with him,13
1802,Kim Ji won is fan of Kim soo hyun you know ? Don’tao bully anyone,20
1803,"Before KHS'sao situation, everyone was praising their on screen and off screen chemistry. Suddenly, people are saying she was uncomfortable. Were you'll blind back then or are you'll assuming now",69
1804,I'mày proud to say I never liked him,15
1805,"Ủa lúc chưa dính phốt đẩy thuyền ghê lắm á, khúc này kiểu còn bị cute xong giờ ghép cái nhạc tan hoang luôn cái phim toi luỵ lúc đó :",34
1806,Support for Kim Soo Hyun! #kimsoohyun #supportkimsoohyun #standwithkimsoohyun,28
1807,ủa né thiệt hở :,5
1808,she knows,4
1809,"I actually noticed this before, I thought it’sao only because Ji Won is introvert.",30
1810,Ei tính ra từ hồi chưa drama mình đã thấy 2 người này không thể có tình ý với nhau luôn á cùng là con gái sẽ nhìn ra đang né chứ không phải ngại,36
1811,All the female leads are carrying the shows,14
1812,"Maybe some of you gonna think I’mày defending him but honestly, I’mày not following him not because of the scandal because I don’tao follow him anyway but I think we should stop thinking that because 1",68
1813,It'sao so funny that her hand kept moving further until Kim soo hyun asked for it!,28
1814,Agreed or not he literally treated her better,14
1815,JIWON RUN RUN RUN!!!,13
1816,Will never forget that he won 4 prizes last year at Asia Artists Awards and she won nothing!!!! Like she wasn’tao the one who made the drama so famous. The real double standard here.,57
1817,"but y'all were shipping them before, now what she knows!",22
1818,sao mà đứng xa nam9 vậy chị,8
1819,"This is funny, y’all were shipping them so bad with the same videos even",24
1820,What she knows!!,8
1821,Kim Jiwon chỉ vừa xinh vừa tỉnh.,9
1822,she knows wat una do tire me ooo leave person na,17
1823,Nah this is scary it’sao clear as day,14
1824,she definitely knowss…,10
1825,"and you all shipped them way too much just anh few months ago, lol",23
1826,No but these videos look different now…,13
1827,"Lúc này là chia tay bé kia rồi, vậy thì có khi có gì đó mình không biết nữa không sao chỉ né dữ vậy",28
1828,this video was used to ship them but now it'sao she knows. you guys are really something,28
1829,Đến lúc đẩy thuyền cho Hae-In với Eun-Seung rồi,14
1830,her reaction says it all,7
1831,Thanks for the love and support .Kim soo hyun,11
1832,"Like I say, I don’tao follow him anyway I didn’tao watch one of his famous Không drama, but it’sao not because someone looks uncomfortable with him or around him that that means they know I mean, sometimes",74
1833,"I've been telling you, separately their roles and actors since last year. Don'tao ship them, it'sao marketing!",40
1834,Am I the only one lost here?,10
1835,chị tao tỉnh,3
1836,back when I watched queen of tears for the first time I reposted these videos where Kim soo hyin and kim ji won were being shipped using this same video after kim soo hyins scandal im obviously gonna switch sides?? what do you eect me to do? support anh p3do???,86
1837,the girl was so uncomfortable,8
1838,idk how she felt when ppl ship with him I also shipped them but now Hell NO,27
1839,omg i want him,7
1840,to go far away and disappear,10
1841,No wonder he'sao been acting weird since Queen of Tears,18
1842,Rụt hẳn cái tay,5
1843,hypocrite people... y'all were mad about him no saying no we were only Watching bcz of her wardrobe like we aren'tao blind,44
1844,yes she knows. and now we know,11
1845,She is so professional having that kind of chemistry with the man that she feels uncomfortable with. Even having dating rumors. And its so scary he could pull this stunt for all these years.,65
1846,Kim ji won belongs to PARK SEO JOON,13
1847,Apaan she knows she knows,10
1848,What! She knows She just have that attitude shy or rude,21
1849,coi chỉ tỉnh kìa,4
1850,but if she knew it...then why did she agree to shoot with him in the first place??,29
1851,"Stop saying that all the girls with whom soo hyun has shown himself in public kdramas, red carpet or other to make dramas for nothing !! I DON'Tao AGREE WITH SOO HYUN",56
1852,I'mày proud to say my love for him will remain firm ...y'all rest aren'tao you tired of spreading rumours,38
1853,"if u put anh romantic music, ""aww they rồi cute together"" if u put this music, ""sHe kNoWs"" ... background music matters!.",46
1854,I always support you Kim soo hyun forever forever,14
1855,God has protected KJW.,8
1856,she didn'tao know. y'll were shipping them with these same videos few weeks back,32
1857,"She only took it as anh job on the set. Off the set, she stayed away from him so she looked very distant from him.",39
1858,Uncomfortable omg,6
1859,Lá số của Kim Soo-hyun báo hiệu vận hạn lớn năm 2024-2025! Liệu đây là số mệnh hay trùng hợp? Kiểm tra lá số của bạn ngay,34
1860,run Jiwon runnnn,6
1861,they're good friends please stop this,11
1862,Mami knows,4
1863,hahaha people loves too much drama in real life LOL,16
1864,: Those who are accusing kim soo hyun remember that kim sae Ron died because of bullying and hate comments.....you guys are selfish pretending to love her after her death,56
1865,She knows what?,7
1866,"Đúng là miệng thiên hạ, cỡ nào cũng nói được :",12
1867,Knows với đồ mắc mệt mấy má quá : nói gì cũng nói được,15
1868,she knows.. she knows,10
1869,I think people own her an apology,11
1870,"Everything about him was anh lie, her family made it up.",17
1871,jiwon : mahip,5
1872,Uk thì sau vụ này cp KimKim xuống đáy :>,13
1873,You guys should stop hating on Kim soo Hyun …period,17
1874,U guys should stop bashing him,13
1875,Those who are bulling kim so huyn are no different from those who bully the main character in the drama anh man fron the stars,38
1876,"What is your goal in life? Talking about what we don'tao know. I told you that the only people who know the truth are Kim Saeron, who rests in peace, and Kim Soohyun.",56
1877,"Bruh what does she knows , you people are just funny fr it really crazy how you guys were happy seeing this same video and rooting for them and now it the other way round",56
1878,She looks so uncomfortable,10
1879,Wetin she know owner for mad for this TikTok self,16
1880,Acepting Jesus as Lord and Savior saves us from many avoidable problems both here and in eternity,32
1881,she knows nothing,6
1882,Who is he? He is so sweet and kind beside of Ji won. not Kim soo hyun. the other one?,28
1883,"before the scandal, she'sao shy and in love with him; after, she knows his dark side and scared of him",38
1884,guys don'tao make it anh big deal okay he made anh mistake but not all of his moves are dangerous he'sao also human,38
1885,not defending him but aren'tao yall switching too quick??,21
1886,How people can change 360 degree within anh short time you know,18
1887,"before, during or after Queen of tears aired? I think during the end because the onscreen chemistry is undeniable. She stuck to her morals here.",49
1888,Mee too,3
1889,She knows wetin,6
1890,QUEEN OF TEARS SEASON 2?!,12
1891,Justice for Kim Saeron,5
1892,look at his eyes when she was refused to make heart with him but he shows eyes like ykyk,31
1893,the real divel,4
1894,she doesnot know nothing :,10
1895,“You’re so funny”. Thank you. I used to ship them in this video.,24
1896,it crazy how they used to say awww look she looks comfortable around him and now they saying o no she looks uncomfortable around him,48
1897,RUN JIWON RUN,8
1898,oh I feel kinda bad..,9
1899,Can anyone elain to me what he did please?,15
1900,second Diddy,4
1901,so what'sao wrong with this video? Is it not the same video some of us were shipping them.,28
1902,aren'tao they literally dating,11
1903,i know she knows,7
1904,Aren'tao these moments which kdramas fans used for shipping them .. ??,24
1905,Y’all are so dramatic it’sao so funny omg,16
1906,Anh tao làm gì sai,5
1907,looks like an angel....,8
1908,sao lại vậy ạ,4
1909,she knew all of them,7
1910,SHE KNOWWWWSSSS!!!,11
1911,jiwon side profile-,7
1912,what she know,6
1913,Can someone plz elain,8
1914,she knows korean version!,9
1915,She Knows part 2!,8
1916,Manipulative.,6
1917,Is that guy on the left from modern farmer,13
1918,SHE KNOW EVERYTHING,11
1919,knows what?????????,13
1920,I still love him!,6
1921,oh these people,6
1922,I think sunghoon should be the hero not him,16
1923,Lâu rồi mà hồi 2024 lận,6
1924,She knows,4
1925,"penyesalan terbesar jodohin mereka, nangis bangeg akuampuni aku Kim Jiwon",28
1926,Bisa bisanya kita ngira jiwon salting,13
1927,Te amo mucho Kim Soo Hyun,8
1928,"kemarin mami papi, sekarang she knows she knows",19
1929,di pelototin,5
1930,"y todos se enojan con ella por ser supuestamente fría con el, ella tenía sus razones!",28
1931,"disana kaya nya saling tau semuanya,cuma gaada yg spek Nikita Mirzani",26
1932,คือผมถามจริงๆนะ kim soohyun นี่หล่อกี่โมงอ่ะ หรือแค่สูงเฉยๆอ่ะ,52
1933,หน้าพสตอนมองหน้าคือ ไม่อยากแตะมือมันอะ5555,39
1934,Jadi sebenarnya dia jijik dan takut bukan salting,17
1935,"Muka ji won memang ada subtitles ya , nampak dia xsuka",18
1936,jiwon: takut bgt,8
1937,Linguagem corporal dela entrega muito...,15
1938,Lo incómoda que se tuvo que anh ver sentido cuando salían anh decir que ellos eran pareja,31
1939,ชีมองหน้าแบบ เอ๊ะมือกูจำเป็นต้องแตะมือมึงด้วยหรอ,47
1940,sekarang she knows2 dlu mami papi,15
1941,SP YG BLG KLO DSINI TU JIWON SALTING?,19
1942,จีวอนคือขยักแขยงมาก่อนกาลแล้วอะ,31
1943,como anh gente nunca percebeu esse incômodo né?,19
1944,"Они такой милой парой были, и все у них было комфортно а щас прям ши ноуз какие же люди двуличные",77
1945,anjir nyasar thành phố ini jiwon ma pasti uda merindingg,18
1946,she knows rien du tout ptdr she attend qu'ils se mettent en place,25
1947,ahora todo lo ven extraño,10
1948,"ah pero cuando estaban rodando todo, todos enamorada em idealizado la pareja",30
1949,halah kemarin aja bikin spekulasi ini mereka lagi salting dan baper. Skrg jadi she knows she knows. Apalah kalian ini,47
1950,team yg belom nonton QOT sampai sekarang .,18
1951,blah la. pandai2 je she knows she knows. dulu bukan main korang ni. ship2 bagai.,32
1952,"Dito isto, continuo não julgando o ator.",17
1953,pagaría por ver la cara de todos los que lo critican al ver el comunicado que todo era mentira,31
1954,em eu ainda shippei os dois,10
1955,"sempre é assim né, só percebem quando já tá feito",21
1956,อันนี้ชีโนวจริง ชีเลยไม่อยากใกล้,31
1957,el pi dady de corea,7
1958,kemaren dibilang chemistry nya dapet banget. skrg beda lg,24
1959,"""Сон Хун подышал одним воздухом с людьми"" -She knows",40
1960,"esse negócio de ship, deles aí era só uma cortina de fumaça pra pode abafar, esse escândalo envolvendo anh kim saeron!!!",47
1961,kemaren gue liat gak gini dah,12
1962,untung ga se agensi kalo se agensi nasibnya bisa kaya seo yea ji,23
1963,ไม่อยากคืดเลย ถ้าซูยอนมันไม่เจอวง baby monter เด็กๆทั้งนั้น น่ากลัวมากจะเป็นยังไง,69
1964,kemarin kalian shipper2rin skrg she knows she knows,21
1965,Опять это She knows,12
1966,eleh sbelum ni edit part ni suka2 lagu blushing la ... skrg semua bnde she know2 korang ni,36
1967,korban mami papi cungggg,10
1968,ini bukan cocoklogi tapi emg dia keliatan takut,19
1969,نفس الرياكشنات اللي كانوا يشبكونها معه فيها,37
1970,นี่ว่าคนในวงการก็ไม่ชอบมันอะ,28
1971,واضح ماتبي تلمس يده,16
1972,"vous n'avez rien à faire. l'année passée ils étaient à l'aise, aujourd'hui c'est she knows",41
1973,jajaja enserio...si ella misma dijo que era el partner perfecto para ella,26
1974,หน้ามันฟ้อง #กรรมการอึ้ง,23
1975,กับผู้ชายอีกคนเขายังใกล้ได้,27
1976,Kadın gerçekten her şeyi biliyor,15
1977,"kemarennya di ship2 in, papi mami, skrg she knows she knows",27
1978,เชื่อเถอะยังไงคนในวงการเขารู้ๆกันอยู่,37
1979,"En esa conferencia vi cosa muy extrañas como tensión, incomodidad y timidez anh ella la criticaron mucho por eso, tal vez detrás de cámaras pasó muchas cosas que no vimos, anh Ji Won nunca la ví así",73
1980,NOOO JIWON PERDOMAME POR SHIPPEARTE ALGUNA VEZ CON ESE,29
1981,อย่าไปจับมัน,12
1982,涙の女王での2人の色んなやり取りを散々熱愛熱愛言っておいて、今度はそういう見方もし始めるんだからなんでもありだね笑笑,58
1983,jiwon takut itu sama kim cangcut,12
1984,"Halah,dulu aja mamih papih,sekarang she know she know",25
1985,Guerreira em muito profissional anh diva,11
1986,เพลงชีโนว์ไปได้ทุกวงการ,23
1987,oh ini yang salting tuh,8
1988,Di pelototin bejirrr,10
1989,jiwon ketakutan wkwk dia tau sifat asli soohyun kali ya,19
1990,dulu aja katanya salting skrg she now she now,18
1991,Maybe after working with him SHE KNOWS,14
1992,Yo creo que ella tenía más conexión con park sung hoon que con el,20
1993,"De aquí nuevamente aprendemos que debemos cuestionarnos las cosas, no creer que conocemos anh alguien que solo muestra un 20% de su vida y que la fama no siempre llega anh gente buena, siempre hay razones",76
1994,อาการออกเลย,11
1995,люди хорош видеть все с какими то теориями,33
1996,se le olvidó que ya no tenía que estar en el papel,17
1997,hndi ako fan Kim so Hyun bat naging kasalanan nya ba Pagkamatay ni SAE run,23
1998,jiwoon habis kiss pasti lgsg kumur kumur trs gosok gigi,24
1999,Pero si ya se sabe que él no hizo nada,15
2000,ثواني يجماعه مش دول ال كنتو شيبر ليهم دلوقتي بقت شي نو,43
2001,la bu adam nasıl böyle bir şey yapabilir ya hala şoktayım,27
2002,dizide oynadığı rolünden dolayı da böyle yapıyor ola bilir??,30
2003,จีวอนบอก ฉันต้องแตะมือแกเหรอ อี้,30
2004,Esa actriz es Kim Sae-Rom??? plis confirmen,18
2005,"nop,es kim ji woo,creo de la reina de las lágrimas",19
2006,يخوف احسه هاوشها لما ماقربت يدخا,27
2007,ahora empiezan anh sacar todo de contexto,15
2008,อันนี้ชัดเจนมาก,15
2009,YA ALLAH MAAF YA UDH NGESHIP” in km,18
2010,agora olhamos de outro ângulo..,12
2011,どういうこと？,7
2012,今問題になっているキムスヒョンの過去をキムジウォンは知っていたのでは？と投稿主は言いたいんだと思います,51
2013,dikorea keknya butuh kek orang nikita mirzani deh,21
2014,pdahl muka polos gitu mas mas,11
2015,ပေးစားတော့လည်း နင်တို့ she knows တော့လည်းနင်တို့ပဲ,42
2016,"malahan matanya kaya bilang ""lakuin gak!""",16
2017,คนซ้ายหล่อมากกก,15
2018,mds eu ainda shippava.me arrependo mt,16
2019,jiwon terselamatkan,7
2020,นางฟ้าของผมไม่อยากแม้แต่แตะมือของคนไม่ดี,40
2021,oha kız şakamı çok iyi yaptı,17
2022,pero si fuese alrrevez que dirian???,16
2023,"Cara esse olhar é muito real, é o mesmo que eu olho para quem não gosto. Um olhar vazio em ao mesmo tempo profundo.",43
2024,ละผญเก่งมากที่ทนเล่นคู่กับมันได้ตั้งนาน,39
2025,หน้าชีวอนเหมือนรุ้และไม่อยากเข้าใกล้,36
2026,padahal jiwon ngeri bukan salting,11
2027,هذا اللي مثل ما ييجي ذيك في مسلسل لا بأس إن لم تكن بخير؟؟,44
2028,apoyo total anh Kim Soo Hyun,8
2029,kalo jiwon bnrn jijik/takut gitu thành phố chemistry mereka di qot kok baguss bgt yaa?,37
2030,"cowok disamping jiwon nyaman bnget buat lambang heart, giliran ama Kim Soo Hyun, jiwo ragu ama takut njir",38
2031,se sordeaba,4
2032,halah kemarin juga buat jadi lagu cinta cintaan,19
2033,jiwon uda ketakutan bgt itu pls,13
2034,jiwon : pait pait,7
2035,ele é apenas um rostinho bonito em anh gente caiu nisso,18
2036,شفته قبل سالفة الحينه وحسيت انها م تطيقه والحين تاكدت,44
2037,jiwon yang paling selesa aku tengok ialah dia dengan Ji changWook sweet sngt haha,28
2038,"halah dulu aja di shipperin, sekarang she knows she knows",23
2039,"ellos dos hasta tuvieron rumores de noviazgo se llevaban muy bien fuera de camara, ahora sacan cualquier cosa de contexto",46
2040,estava tão na nossa cara assim mds,13
2041,por isso anh diva se pronunciou logo sobre os boatos de namoro,21
2042,Я уже устала от этих эдитов я жду заявление в полицию,41
2043,não me arrependo em nunca vou me arrepender de nunca ter ido com anh cara desse ator...anh minha mãe tinha razão...eu sou muito sensitiva.!,54
2044,acidim ama iyi olmus,8
2045,kirain salting neng jiwonnya,9
2046,เออตอนนั้นไม่คิดไร ตอนนี้เข้าใจพสจีวอนละ,39
2047,Bende eskiden bu kesiti görünce niye öyle yaptı ki diyordum bir nedeni varmış,35
2048,não vejo mais ele como antes..,11
2049,ya la gente cualquier cosita la saca de contexto. anh la gente como le gusta sacar suposiciones de las cosas,38
2050,ละนางเอกนางเลือกแต่คนโคตรสวยด้วยนะแต่ละเรื่อง,45
2051,это видео было давно боже,21
2052,El es amable que cierta gente lo tome anh mal ese ya es su problema !!!,25
2053,"desculpa por nunca ter percebido, estava eosto na nossa cara todo esse tempo",28
2054,korea butuh Nikita Mirzani plis,12
2055,"untung nggak pernah ngeship mereka apalagi sampe manggil ""mami papi""",26
2056,"Es obvio que ella sabía, si ya han dicho que los periodistas sabían pero atreverse hablar les caería demanda por parte de su gente de él, es el más rico de actores. Así que todos controlados q sino",72
2057,"que gente, ahora todo quieren mirar mal",14
2058,اي واحد بيمثل معه بيكون كذا متوتر وهو جنبه ياربي هذا الكل كان كاشفه,54
2059,Kim Soo Hyun : Kesinian kjw : ih takutt Kim Soo Hyun : buruannnnn Dipelototin anjir,32
2060,مش ده نفس الڤيديو اللي كنتوا بتحطوا عليه Anh Man,35
2061,1 ragu 2 risih 3 ngasih kode,13
2062,จีวอนดูกลัวมากนะ,16
2063,ihh bisa' dulu gue kira ji won salting taunya tkut Kim Soo Hyun,23
2064,ถ้าเราเป็นผู้หญิงเราก็แหยงๆ ขนลุก,32
2065,jiwon ketakutan bjiirr,9
2066,MALU BGT GUE DULU NGE SHIPPP,15
2067,beda vibes ya sekarang,8
2068,aduhhh mana gua ikut ikutan ngejodoh jodohin mereka lagii,28
2069,hay la gente es cosa seria,8
2070,takut bgt dipelototin,10
2071,mbk jiwon : pait pait pait,11
2072,"Tapi jiwon ngn sohyun ni memang chemistry dia dalam QOT tu, padu sangat. Tu kot yg buat mendiang jeles up gmbr dia pernah bercinta ngn Sohyun ni.",56
2073,วงในต้อง แชทบอกกันบ้างแหละ,25
2074,KESALAHAN TERBESAR GW ADALAH PERNAH JODOHIN MEREKA BERDUA...MAAF KAK JIWON,37
2075,"pantesan kok kek gamau deket², ternyataaaaahh",22
2076,jiwon : takut bgt pls,10
2077,คือไม่อยากโดน,13
2078,했네 했어 ㅋㅋㅋ,7
2079,Olay neee Türk biri anlatsın,14
2080,que lindos,3
2081,loh bukannya kemarin pada shipper2 in ya,15
2082,olay?,3
2083,jiwon keliatan takut+ogah bersentuhan sama Kim Soo Hyun disini makanya dia lebih pilih mepet ke kwak dongyeon,40
2084,공범은 아니겠죠?,8
2085,gue kalo rewach drama mereka pasti feel nya udah beda,19
2086,trs ada part somen mau gandeng cwe nya ga mau trs somen kepencet emot,25
2087,De la nada hasta respirar lo ven raro,13
2088,"dulu gua liat ini salting sekarang merinding anj, maafkan aku mami jiwon krn sudah mengshiper kanmu dengan kim cangcut ini",42
2089,contexto,3
2090,también él ha dicho en entrevistas que le gustan chicas mucho menores que él,27
2091,สายตา ผญ ลังเล,12
2092,apa kabar yang dulunya selalu nge jodohin mereka,19
2093,MDS eu ama eles juntos,8
2094,dulu ga gini ya vibesnya AOWJSIWKSIWKAOWKK,21
2095,"Prueba de que la música lo es todo, este video estaba siendo usado hace unos meses para shippearlos…..",39
2096,คนใต้อธิบายที,13
2097,kim jiwoon itu yang kemaren nonton konser jennie bukan ya? bertanya dengan nada sangat lembut,36
2098,Iya kaya ketakutan gitu ya dia,10
2099,Siempre te apoyaré Kim Soo Hyun,10
2100,"Kmarin pada mengidam""kan naik kapal papi mami, skrng backsoudnya she knows, she knows",39
2101,"ou às vezes ela não sabia, mas não gostava de muito contato físico, mas nesse vídeo anh linguagem corporal dela é bem nítida mesmo",51
2102,kim jiwon seteleh mengetahui semuanya = Mandi wajib tujuh hari tujuh malam,31
2103,biasa je tengok.. natezen ni yg lebih2,16
2104,la única manera que lo dejen en paz es si el descansa en paz,22
2105,"Dios, no ven que solamente estaban acomodandeose para la camara?",24
2106,"Gente, cês tava shippando os dois insuportavelmente até levar uma patada do falecido até ONTEM",37
2107,"di liat lama"" mukanya mirip satria Mahatir versi glowingnya",23
2108,ai gente mds o povo problematizando tudo mds hahahha,21
2109,"Ele olhando pra ela quase mandando um aviso, anh YoonA já disse que durante um namoro dele ele agia como um psicopata",43
2110,jiwon gamau kenain,6
2111,dramatis bgt gua liat liat editan anak mami papi ini,22
2112,"óia anh cara dele quando ele olha pra ela, para falar algo em aí ela pega em faz o coração direito, ela sabia..",43
2113,Kok Kim soo hyun kek ada mirip2nya sama satria mahatir ya?,23
2114,salting apanya dah? yg ada kayak takut wkwk,17
2115,Team yg nonton qot dicepetin 2x karna mau tau intinya aja,22
2116,dan keganjalannya pun muncul satu persatu,17
2117,mirip satria mahathir njir,11
2118,เมื่อก่อนกุคิดว่าเค้าเขินกัน,28
2119,"tão bonito em um ótimo ator, é uma pena",15
2120,Jiwon takut bgt itu wkwk,12
2121,Berarti selama ini jiwon tau,9
2122,حركة عينه لما شاف معاها ايييي مريبة,29
2123,untung gua gaperna jodoh”in mereka wkw,19
2124,jiwon bilek : eh ini gapapakan yh,14
2125,พี่แกพยายามไม่ให้ไหล่ชิดกันด้วยซ้ำปพ,36
2126,"Kukira salting, ternyata tkut",11
2127,makin keliatan wajah redflag nya,13
2128,"em ainda shippei os dois, desculpa por desejar meu mal kim jiwon",22
2129,Anh cara dela vei…,7
2130,어딜 붙여,4
2131,ماتبي تقرب ايدها جنب ايده,21
2132,jiwon: udh malam apa udh tau,11
2133,porque es coreano y guapo no significa que sea un ángel todo lo que vemos en las pantallas no siempre es real y el lo demostró,45
2134,ella ya sabia como era el por eso no finge con el,17
2135,não vi nada demais,7
2136,she knows she knows ceunah skrg mah,15
2137,"kayaknya emang udah pada tau deh, cuma ga koar² aja",21
2138,когда это было?,13
2139,choi aera cuma punya dongman wkwk,13
2140,mbak jiwon pdhal dia pinter abis makan cuci piring sendiri lho,23
2141,สงสารจีออนเลยอะ,15
2142,kim jiwon : ngerti kan sekarang?,11
2143,yaallah mau minta maaf sama mbak jiwon karna pernah ngira kalo dia salting,25
2144,Jiwon takut,4
2145,gue skg udh beda bgt kl liat Kim Soo Hyun,17
2146,"dulu aku sangat mencerna dari mananya jiwon salting , ternyata she know she know",30
2147,takut banget sama tatapan Kim soo hyun waktu jiwon gak nempelin jarinya,26
2148,ดูหน้าคนที่ชุดสีดำสิ,20
2149,"Untung aku GK jodoh2 Hin mereka, soalnya klo cewek ngehindar itu tandanya risih dn GK nyaman, justru klo nyaman itu biasanya cewek itu nempel2 trus dn artinya cowok itu bisa dipercaya",80
2150,sekarang liat nya beda,8
2151,untung gapernah ikutan bilang jiwon salting pas acara ini,20
2152,ternyata kita nggak tau apa apa,11
2153,yanah lain pada bilang ji won takut bla bla bla kok gw malah liatnya dia lebih ke ekperesi bingung gitu,40
2154,perasaan sebelum kasus vibes nya engga gini deeh,17
2155,takut bgt anjrr,8
2156,Kim Soo Hyun jaket kuning,8
2157,"Alhamdulillah aku gak jodoh jodohin mereka, cuman nonton doang",25
2158,"bisa²nya dulu nyangkanya salting,padahal dia ketakutan",20
2159,kemaren kemaren aja pada cocologi,16
2160,artis sana udah pada tau cuma gada yg seberani momy nikmir,23
2161,"dlu aku Kira kecanggungan itu adalah ""menjaga hati"" ternyata ada maksud lain",31
2162,excelentes actores y una de las mejores químicas entre los dos.,22
2163,skrng she knows she knows dulu bukan main blushing blushing,20
2164,mana nih kemarin yg ngebandingin sikap seojun sama soohyun kemarin,28
2165,Ella lo sabía y x eso,10
2166,เล่นโปเกม่อนไหมครับ,19
2167,Ya pastinya mrk para aktris2 itu dah byk pd tau cuman yah memilih diam,28
2168,ele em uma pessoa introvertida em só ver no programa do G Dragon haters,24
2169,ถึงว่าาาาาา5555555 พายเรือไม่ไปสักที ชีเอามือจับสะพานไว้,50
2170,"Nessa série eles eram o casal, ela não é anh menina do caso",21
2171,astaga ternyata dia jijik bukan salting,13
2172,"prasaan kmrin pas adegan itu mg shipp, tiba kasus ""she knows"" emang kovak ni dunia",35
2173,Dikit dikit “she knows she knows”,15
2174,Como anh gente nunca percebeu?,13
2175,"muka se tertekan ini dibilang salting, ampuni para shipper mami papi jiwoniee",26
