ID,Comment Text,Token Count,Label
1471,Không phải là túi của Shim_Madam sao ?,11,Không liên quan
1472,Ga_Se_Yeon tuyệt_vời !,9,Ủng hộ
1473,Ga_Se_Yeon là chương_trình đào sâu sự_thật .,12,Không liên quan
1474,"Tôi đã không nghĩ gì nhiều khi các nghệ_sĩ khác phạm_tội , nhưng với người này thì thật_sự hy_vọng sẽ không bao_giờ xuất_hiện nữa . Thật kinh_khủng ... Liệu chúng_ta có phải nhìn thấy loại người như_vậy trên TV không ? Dù có nói là đã có sự thoả_thuận với Sae_Ron thì vẫn là tội hiếp_dâm đối_với người chưa đủ tuổi . Điều này đã rất sốc rồi , nhưng ngoài chuyện này ra , tôi cảm_thấy người này không phải là con_người . Đối_với Kim_Sae_Ron , có_lẽ đó là tình_yêu đầu_tiên , mối quan_hệ đầu_tiên và chia_tay đầu_tiên , không biết cô ấy đã khó_khăn đến mức nào ... Bị xã_hội tẩy_chay , bị chửi_bới khắp_nơi và bị cắt đứt mối quan_hệ ... Kim_Soo_Hyun à , dù tình_cảm yêu_đương đã biến mất , nhưng vẫn còn tình_nghĩa và đạo_lý , nhân_cách của con_người . Hy_vọng trước khi chết , cậu sẽ nhận ra điều đó .",214,Không ủng hộ
1475,"Dù là ảnh hay tin nhắn , hãy cứ để mọi thứ ra ngoài đi . Mấy người hầu của Kim_Soo_Hyun chỉ vì một_hai bức ảnh mà_lại làm ầm lên như_vậy sao ? Ngược_lại còn bị chửi nhiều hơn , thật_sự bức_bối quá .",55,Không ủng hộ
1476,Có_vẻ như với tiền_bạc thì không có cả máu lẫn nước_mắt . Có_lẽ mắt họ đã đảo_ngược rồi .,25,Không ủng hộ
1477,"Trong quãng thời_gian còn lại , người sẽ kiếm được hàng nghìn tỷ mà_lại hỏng hết chỉ vì 7 tỷ .",24,Trung lập
1478,"Người đã là bạn trai / bạn gái suốt 6 năm mà_lại có sai_sót về tuổi thì thật là không hợp_lý ... Có_lẽ họ đã nói_dối về tuổi thật , thực_tế có phải là sinh năm 1986 không ?",48,Trung lập
1479,Không phải người .,4,Không liên quan
1480,Hay đấy .,3,Không liên quan
1481,"Có_vẻ như việc không đề_cập đến gia_đình tang_quyến là sự_thật . Họ đang làm ầm_ĩ lên vì kiện_tụng . Giờ thì fan quốc_tế đồng_loạt quay lưng , tẩy_chay quảng_cáo , thậm_chí có_thể huỷ hợp_đồng quảng_cáo , nhưng tiền phạt vi_phạm hợp_đồng thì trên trời . Nếu buổi họp_báo ra_mắt phim của Disney + bị huỷ thì sẽ bị kiện đòi bồi_thường thiệt_hại . Giàu_có như_vậy mà_lại gửi thông_báo 700 triệu won cho một đứa trẻ rồi lặn mất_tăm , còn bản_thân thì đăng lên SNS . Phải bị đuổi khỏi giới giải_trí , phá_sản đi .",136,Không ủng hộ
1482,"Một người kiếm 90 tỷ won mà_lại đi kiện người_yêu cũ , đồng_nghiệp , hậu_bối , đồng_thời là nhân_viên công_ty mình vì 700 triệu won ...",35,Không ủng hộ
1483,Rồi bạn cũng sẽ phải chịu khổ_sở vì tiền phạt vi_phạm hợp_đồng thôi .,17,Không ủng hộ
1484,Người đã khuất hẳn đã khó_khăn lắm . < br > Hẳn đã oan_ức lắm . < br > Thật_sự rất tức_giận .,30,Không ủng hộ
1485,"Thằng tâm_thần , ấu dâm ghê_tởm .",11,Không ủng hộ
1486,"Ôi trời , đến cả ảnh hôn nhau nữa ...... Đúng là không_thể chối_cãi mà .",21,Không ủng hộ
1487,"Đứa trẻ nhỏ này đã sợ_hãi , đau_khổ và khó_khăn đến mức nào chứ Mong con ở trên trời sẽ được hạnh_phúc với vẻ ngoài xinh_đẹp",32,Không liên quan
1488,"Ôi không.mẹ , sốc vãi l , đầu_óc quay_cuồng hết cả lên này .",18,Trung lập
1489,심마담 mở một quán bar ăn_uống ở Apgujeong và đang kinh_doanh .,20,Không liên quan
1490,"Khi con gái tôi 15 tuổi , có một tiền_bối nam 16 tuổi thích con_bé , cứ rủ đi quán cà_phê mèo , đi xem phim . Tôi đã không cho hai đứa gặp riêng ở ngoài mà chỉ được gặp ở trường thôi , tôi đã dạy_dỗ con_bé rất kỹ . Dạo này có nhiều quán cà_phê phòng riêng , karaoke dành cho học_sinh cấp 2 nữa . Việc tiền_bối ở trường thích con_bé thôi tôi đã không thích rồi , vậy_mà Kim_Soo_Hyun gần 30 tuổi lại hẹn_hò với Kim_Sae_Ron học_sinh cấp 2 ... thật_sự là sốc quá . Chuyện này không_thể chấp_nhận được , đây là tội_phạm .",138,Không ủng hộ
1491,"Nhiều đứa trẻ hư lắm . Những con sói đội_lốt cừu non . Gia_đình là do gia_đình bảo_vệ . Bố_mẹ thật tuyệt_vời , chắc_hẳn con gái rất quý_mến và dựa_dẫm vào bố_mẹ . Bố_mẹ thật tuyệt_vời .",53,Không liên quan
1492,"Bảo trả 700 triệu won thì khác gì bảo chết đâu ... Đúng là ác_ôn mà , Kim_Soo_Hyun ! Chắc là anh ta thích lắm vì đã kiếm được cả đống tiền ở Trung_Quốc ! !",42,Không ủng hộ
1493,"Kim_Soo_Hyun , hãy rời khỏi giới giải_trí đi , không muốn nhìn thấy nữa . Thật kinh_tởm , giả_vờ ngây_thơ và ngại_ngùng , thật là kiêu_ngạo .",40,Không ủng hộ
1494,"Giới giải_trí đều bị Đảng Cộng_sản Trung_Quốc , Tencent , Kakao thao_túng cả rồi . Yêu cũng nhận chỉ_thị của Kakao rồi thanh_toán trước cho biểu_tình luận_tội đấy . Vì Mỹ chỉ_định Tencent là doanh_nghiệp quân_sự Trung_Quốc nên không_thể hoạt_động ở Mỹ_được , phải báo_cáo cả người_nhà nghệ_sĩ thuộc Kakao_Entertaiment cho đại_sứ_quán Mỹ . Chính_quyền Trump sẽ trục_xuất cả thường_trú nhân và du_học_sinh nếu xâm_phạm lợi_ích quốc_gia . Muốn loại_bỏ Kakao khỏi nước ta thì phải cấm toàn_diện các hoạt_động ở Mỹ và Nhật_Bản . Buổi hoà_nhạc của Jaurim ở Mỹ đã bị huỷ_bỏ rồi đấy . Hiệu_quả báo_cáo cho CIA lớn lắm . Chúng_ta cùng nhau làm nào . Trung_Quốc đang chủ_trì kích_động chống Nhật_Bản , kích_động luận_tội để huỷ_bỏ liên_minh Hàn-Mỹ-Nhật.",190,Không liên quan
1495,Đúng kiểu Điên_Thì Có_Sao luôn .,10,Không liên quan
1496,Kim_Soo_Hyun đỉnh quá .,6,Ủng hộ
1497,"Chưa bàn đến chuyện hẹn_hò ... Dù_sao thì cũng hẹn_hò 6 năm X. Mấy cái_nước cuồng ấu dâm này trình_độ điên_rồ vậy ? Ngay từ đầu việc hẹn_hò và có skinship với trẻ vị_thành_niên đã là bất_thường rồi , một người đàn_ông trưởng_thành 30 tuổi mà Nếu vậy thì tại_sao phải bảo_vệ trẻ vị_thành_niên về mặt pháp_lý ?",79,Không ủng hộ
1498,Ủa không có tấm ảnh nào của Kris_Wu à,12,Không liên quan
1499,Nếu là thật thì Kim_Soo_Hyun thật là hết nói luôn .,14,Không ủng hộ
1500,"Kim_Sae_Ron , sự tồn_tại của cô ấy tự nó là bằng_chứng cho chứng ấu dâm của họ , nên họ quyết_tâm giết cô ấy .",31,Không ủng hộ
1501,"Xem việc đến vào ngày sinh_nhật , chẳng phải là vì muốn liều_mạng để tiết_lộ sự_thật sao .",23,Trung lập
1502,"Những nam nghệ_sĩ ấu dâm : Go_Young_Wook , Oh_Dal_Soo , Kim_Soo_Hyun & lt ; & lt ; MỚI ! !",34,Không ủng hộ
1503,Indonesia đâu rồi Indonesia,4,Không liên quan
1504,Wow ... Gặp nhau từ hồi cấp 2 xong đến lúc thành người_lớn thì bị đá như đôi dép rách .....,24,Không ủng hộ
1505,Vui_lòng cho xin phụ_đề,6,Không liên quan
1506,Biết rõ hoàn_cảnh của tôi rồi thì giúp_đỡ tôi một_chút đi chứ,15,Không liên quan
1507,"Có_thể hôn một học_sinh cấp 2 đã là người đã khuất , Kim_Soo_Hyun cũng_nên thừa_nhận đi là vừa ...",29,Không ủng hộ
1508,Đang xem phản_ứng bình_luận thì thấy nhiều người nước_ngoài ghê .,14,Không liên quan
1509,"Youtube Korea , hãy ngay_lập_tức gỡ bỏ lệnh chặn kiếm tiền trên kênh Youtube của Viện Nghiên_cứu Dọc và Ngang . Về mặt pháp_lý đã được tuyên vô_tội , tại_sao vẫn chặn kiếm tiền trên Youtube ?",47,Không liên quan
1510,Thật kỳ_lạ khi anh Kim_Soo_Hyun rời đi vào ngày sinh_nhật của mình … Thật là sốc,21,Trung lập
1511,Quá_đáng rồi đó Kim_씨 .,7,Không ủng hộ
1512,Chắc_hẳn là thành_viên sáng_lập công_ty nhưng lại không được trả lương mà_còn bị thao_túng tinh_thần nữa chứ . Lại còn nhằm vào người trẻ tuổi ... Những loại người như Kim_Soo_Hyun này đến giờ vẫn không nhận_thức được mình sai ở đâu . Đau_lòng quá .,58,Không ủng hộ
1513,Bọn tàu khựa,4,Không liên quan
1514,"Điên thật , nổi hết cả da_gà .",11,Trung lập
1515,Không biết thực_hư thế_nào nhưng chỉ nhìn ảnh thôi cũng thấy sốc rồi . Một bức ảnh nói lên tất_cả .,25,Không ủng hộ
1516,Thì_ra là 8ậy ra_mắt để cứu_vãn hình_tượng .,13,Không ủng hộ
1517,"Được rồi , tôi hiểu rồi huhu .",11,Không liên quan
1518,Tôi không hiểu gì cả vì không_thể dịch sang tiếng Tây_Ban_Nha .,15,Không liên quan
1519,"Có người nói đã thấy Kim_Soo_Hyun ở một hộp_đêm New_York khi anh ấy còn ở độ tuổi 20 , anh ấy rất dính người và cọ_xát với phụ_nữ , hoàn_toàn là một kẻ háo_sắc ... Không_thể nhập_tâm vào các bộ phim_truyền_hình có Kim_Soo_Hyun đóng .",61,Không ủng hộ
1520,Nhưng_mà Kim_Soo_Hyun sinh năm 88 thật hả ?,11,Trung lập
1521,Tôi cũng nghĩ vậy .,5,Trung lập
1522,"Thật_sự là rơi nước_mắt . Tôi không quan_tâm đến chính_trị , nhưng vì vụ_việc của Sae_Ron nên tôi đã xem và thấy uất_ức , máu sôi lên . Đưa một đứa trẻ vị_thành_niên đi chơi_bời thoả_thích rồi cuối_cùng lại chết thảm . Có bao_nhiêu bằng_chứng như_thế mà vẫn trơ_tráo chối_bỏ , đúng là lũ cặn_bã . Phải trả_giá cho tội_ác của mình chứ .",88,Không ủng hộ
1523,Xin hãy giúp xã_hội trật_tự hơn . Tôi ủng_hộ bạn .,14,Ủng hộ
1524,"Sốc thật , hắn ta là một kẻ ấu dâm .",12,Không ủng hộ
1525,Sốc tận óc ... ㅡㅡ_Đáng đi tù,10,Không ủng hộ
1526,Ghê_tởm thật_sự .,7,Không ủng hộ
1527,Đúng là chỉ có_thể tin_tưởng vào Gaseyeon ! ! !,15,Không liên quan
1528,Tở muốn ói quá Không phải là đã kết_thúc bằng ảnh hôn nhau rồi sao,17,Không ủng hộ
1529,"Việc hẹn_hò rồi cho vay 700 triệu won mà không trả thì còn ra thể_thống gì ? Vậy_thì trên đời này chẳng cần phải trả nợ nữa à ? Bớt bênh_vực một phía đi . Sự_thật chưa được phơi_bày hết , dù có hẹn_hò thật thì người ta thích thì người ta gặp thôi , sao nào ?",71,Trung lập
1530,"Không xem video à ? Người ta khẩn_thiết nói chỉ cần cho thời_gian sẽ trả hết mà vẫn gửi chứng_nhận nội_dung , đẩy con_bé còn trẻ vào chỗ chết là Kim_Soo_Hyun đó .",41,Không ủng hộ
1531,"Nghe_nói là con_bé đã làm_việc không lương như là chỉ_đạo diễn_xuất và đạo_diễn hình_ảnh cho công_ty quản_lý . Sau đó thì gây ra tai_nạn lái_xe khi say rượu , công_ty quản_lý đã trả tiền bồi_thường . Mà Kim_Sae_Ron còn không bảo trả đâu . Con_bé đã nghĩ là do mình làm_việc cho công_ty nên họ mới trả giúp . Vậy_mà sau khi hết hợp_đồng , tự_nhiên gửi thông_báo đòi trả 700 triệu won . Nếu_như từ đầu khoản nợ đó là của Kim_Sae_Ron thì không nói , đằng này rõ_ràng là đã từng hẹn_hò , có quan_hệ với nhau , biết rõ hoàn_cảnh của Kim_Sae_Ron , con_bé không_thể hoạt_động được , cuộc_sống khó_khăn , vậy_mà lại gửi thông_báo đòi tiền , có bình_thường không vậy ?",177,Không ủng hộ
1532,"Tôi là một người hâm_mộ lâu năm và là một người mẹ . Nếu con gái tôi mà gặp phải chuyện như thế_này á ? Thì diễn_viên hay cái gì tôi cũng xé hết . Nếu_mà chuyện này bị chôn vùi thì chúng_ta nuôi dạy con_cái kiểu gì đây ? Hồi xưa xem Kim_Soo_Hyun đóng phim xong đối_xử với Sulli với cả cái 말투 cách nói_chuyện của cậu ta , tôi đã thấy là không có lễ_phép rồi . Đến đám_tang cũng không đi thì không phải là việc mà một người nên làm . Bố_mẹ của Sae_Ron chắc giờ chỉ sống như cái xác không hồn thôi . Nếu_mà Kim_Soo_Hyun mà là thật thì sẽ phải trả_giá gấp mấy lần đấy .",146,Không ủng hộ
1533,Tôi cũng là fan lâu năm của Kim_Soo_Hyun nhưng_mà ... cái này đúng là không phải người nữa rồi . Cái này đến quỷ Satan cũng phải khóc thét đó .,36,Không ủng hộ
1534,Có phải gọi là tội_phạm tình_dục Grooming không ? Thật đáng tiếc .,17,Không ủng hộ
1535,Nghệ_sĩ ấu dâm tiếp bước Go_Young_Wook,9,Không ủng hộ
1536,Nhìn việc phản_đối luận_tội là biết người kỳ_lạ rồi .,14,Không ủng hộ
1537,"MBC , JTBC chuyên đưa tin sai_lệch , kích_động dư_luận đầy ra đấy thì nhằm_nhò gì .",26,Không liên quan
1538,Tại_sao việc phản_đối luận_tội lại là người kỳ_lạ ?,13,Không liên quan
1539,"Việc phản_đối luận_tội là bình_thường , hay_là gián_điệp đấy ?",17,Không liên quan
1540,Tôi đã ký rồi .,6,Không liên quan
1541,Cần phụ_đề tiếng Indonesia,5,Không liên quan
1542,"Loại đó không phải là người , kiện_tụng đòi 700 triệu won đẩy người ta đến chỗ chết .",21,Không ủng hộ
1543,Ghê_tởm bọn ấu dâm . Mau_chóng thiến hết chúng đi . Ọe_Ọe_Ọe_Ọe,23,Không ủng hộ
1544,"10 năm trước , Kim Soo-hyun đã nhận 1 tỷ won cho 1 tiếng tham_gia chương_trình giải_trí ở Trung_Quốc .",27,Không liên quan
1545,Chắc_hẳn là không thấy tiền ra tiền gì nhỉ,10,Không liên quan
1546,Hoá_trang không phải là hoá_trang đó,12,Không liên quan
1547,Rồi Kim Soo-hyun chết thì tính sao ?,10,Không liên quan
1548,Vậy là huề vốn rồi .,8,Trung lập
1549,Thằng nhóc say_xỉn mở tiệc sau khi Kim_Sae_Ron gây tai_nạn giao_thông mà chết chắc ... Mấy đứa yếu_đuối với tốt_bụng mới chết thôi ...,35,Không ủng hộ
1550,Kiếm được món hời lớn rồi,6,Không liên quan
1551,Phải thông_báo với người nước_ngoài rằng Sae-ron 15 tuổi là 14 tuổi theo cách tính quốc_tế .,22,Trung lập
1552,Công_ty Hằng_Đại phá_sản rồi ... < br > Chủ_tịch thì vào tù < br > Có_vẻ như công_ty nào Suhyun làm người_mẫu đều thất_bại hết .,38,Không liên quan
1553,Không ngờ tới Kim_Sae_Ron . Làm_sao để giải_toả nỗi hận này đây .,19,Không ủng hộ
1554,"Luật cưỡng_hiếp trẻ vị_thành_niên là luật có ở mỗi quốc_gia và là một tội_ác thực_sự . Thanh_thiếu_niên có_thể hẹn_hò với nhau , nhưng người_lớn + thanh_thiếu_niên có khoảng_cách tuổi_tác bị coi là tội_phạm . "" Toà_án Hiến_pháp phán_quyết rằng nếu một người từ 19 tuổi trở lên có quan_hệ tình_dục với người từ 13 đến dưới 16 tuổi , thì người đó sẽ bị trừng_phạt theo các tiền_lệ về tội hiếp_dâm , tội tương_tự như hiếp_dâm hoặc tội tấn_công tình_dục cưỡng_bức , ngay cả khi có sự đồng_ý của nạn_nhân . """,130,Không ủng hộ
1555,"Lý_do Kim_Soo_Hyun là kẻ ác_độc Chỉ cần khổ_sở một ngày đóng CF thôi đã kiếm được 700 triệu won rồi mà_còn gửi thông_báo nội_dung nội_dung chứng_minh làm gì ? ? Người ta mất con mà hắn ta thì lại lên show giải_trí cười ha_hả , không phải là người mà là ác ma .",67,Không ủng hộ
1556,"Đương_nhiên là lái_xe khi say rượu là sai , nhưng mọi người chửi_bới cô ấy như_thể cô ấy đã đâm phải ai đó vậy ... Thật là một sự cuồng_loạn tập_thể . Những người đàn_ông như Suga , Kwak Do-won , Oh Dal-su , Tao.O.Phải , Joo Ji-hoon , những người cũng lái_xe khi say rượu , đều đã trở_lại ... Thậm_chí , có vô_số người không biết rằng những nghệ_sĩ nam này đã lái_xe khi say rượu .",110,Trung lập
1557,"Có vấn_đề về thần_kinh à ? ; ; Đỉnh Tao.O.Phải chưa từng lái_xe khi say rượu , sao lại lèo_lái , kích_động thế ? ㅉ_ㅉ_Thật đáng thương . Bớt mấy cái diễn_đàn nữ vớ_vẩn đi ... Giảm cân đi .",55,Không ủng hộ
1558,Vậy là bênh_vực lái_xe khi say rượu à ? Không đâm người thì là lái_xe khi say rượu tốt_bụng à ? Và lái_xe khi say rượu rồi gây tai_nạn là lần đầu_tiên trong đời à ? Chắc_chắn là đã làm mấy lần rồi chứ gì Đâm rồi bỏ chạy xong còn từ_chối đo nồng_độ cồn nữa chứ,67,Không ủng hộ
1559,Bực_mình thật .,5,Không liên quan
1560,"Không phải do antifan mà là do Kim_Soo_Hyun dồn người ta vào đường cùng ... < br > Chà ...... tha_hồ dắt trẻ_con ra chơi , tiền thì người ta không đòi mà tự đưa cho_xong giờ lại giở_trò bắt trả là sao ? ? ?",54,Không ủng hộ
1561,Đến lúc chết có mang tiền theo được không mà_còn nói thế ? Con_người đúng là hay mắc sai_lầm .,23,Trung lập
1562,Kim_Soo_Hyun mau_chóng giải_thích đi .,9,Không ủng hộ
1563,Mấy đứa hay đi comment dạo cũng có khác gì đâu .,12,Không liên quan
1564,Thật_sự là dù có tiêu hết đống tiền đó thì một tháng sau lại kiếm được thôi ... Thật buồn ...,24,Trung lập
1565,"Rồi mày sẽ được nếm_trải cái kết của những đứa chỉ biết dựa vào mặt mà sống thôi . Tao không nghĩ mày biết cái gì là quý_giá nhất đâu , nhưng_mà thôi_thì sống biết suy_nghĩ một_chút đi . Mấy con Suhyun_Thu_Hiền_Trung Quốc ạ .",56,Không ủng hộ
1566,Yêu_cầu các nhãn hàng quảng_cáo của Kim_Soo_Hyun đòi tiền bồi_thường vi_phạm hợp_đồng đi . Tôi không muốn mua sản_phẩm có hình_ảnh của tội_phạm ấu dâm .,36,Không ủng hộ
1567,"Hãy chỉ ra hết tất_cả những nghệ_sĩ Hoa_kiều của làng giải_trí Trung_Quốc cho tôi , từ thần_tượng đến diễn_viên .",28,Không liên quan
1568,Điên à .,4,Không ủng hộ
1569,Kim_Soo_Hyun là một người đáng sợ . . .,11,Không ủng hộ
1570,Tin nhắn làm tôi đau_lòng quá ...,8,Không ủng hộ
1571,"Thú_vị đấy , Kim_Soo_Hyun cũng xuống_dốc à . Khó mà coi đó là hôn má vì thân_thiết được , hơi quá rồi thì phải ? ? ? ?",35,Không ủng hộ
1572,"Fan cuồng Kim_Soo_Hyun định biện_hộ rằng đến cả cái đó cũng là ảnh mà "" người quen_thân_thiết "" có_thể chụp được chắc ?",32,Không ủng hộ
1573,Đi xuống địa_ngục thôi ...,7,Không ủng hộ
1574,"Không biết Kim Soo-hyun phải làm_sao đây , có cảm_giác Won_Bin sẽ đến tìm cậu ấy mất .",25,Không liên quan
1575,"Kim_Soo_Hyun cũng tệ , nhưng cuối_cùng thì Kim_Sae_Ron đáng thương nhất ... Nghe_nói hẹn_hò với Kim_Soo_Hyun từ năm 15 tuổi , việc trẻ vị_thành_niên hẹn_hò với đàn_ông , không_thể_nào không biết vào thời_điểm đó mà cứ để vậy cũng khó hiểu . Với tư_cách là một người mẹ , Kim_Sae_Ron đã không được người_lớn bảo_vệ . Thật đáng tiếc .",85,Không ủng hộ
1576,Ôi trời_ơi ! ! !,7,Không liên quan
1577,"Người kiếm được 90 tỷ mà keo_kiệt , keo_kiệt quá , có 700 triệu mà than_vãn",20,Không ủng hộ
1578,"Kim_So_Hyun , bạn ốm à ? _So_Hyun à , bạn điên thật rồi .",18,Không ủng hộ
1579,"Nhưng_mà , không liên_quan đến vụ này , từ đầu tôi đã không thấy Kim_Soo_Hyun đẹp_trai rồi , không hiểu sao mọi người lại thích cậu ta đến vậy . Thật lòng mà nói , hình_như tôi còn đẹp_trai hơn Kim_Soo_Hyun ấy chứ .",56,Không liên quan
1580,Chưa xem nhưng tôi hoàn_toàn đồng_ý rằng bạn đẹp_trai hơn gấp trăm lần .,17,Không liên quan
1581,Bạn có bằng_chứng không ?,7,Trung lập
1582,Đùa thôi mà cũng làm quá lên thế ?,10,Trung lập
1583,Không thì thôi .,4,Không liên quan
1584,Tôi cũng chỉ đùa thôi ㅡㅡ,7,Không liên quan
1585,Ôi trời chuyện gì đang xảy ra ở Hàn_Quốc vậy ..,13,Trung lập
1586,Cạn_lời . Ít_ra thì cũng phải có chút lương_tâm chứ .,14,Không ủng hộ
1587,Nhưng ... tại_sao gia_đình lại không ngăn_cản khi biết đứa trẻ đó đang hẹn_hò với chú vậy ? Thật đáng tiếc ...,29,Không ủng hộ
1588,"Chào mọi người , cộng_đồng nói tiếng Tây_Ban_Nha xin chào với tư_cách là một người hâm_mộ tốt . < br > Sự_thật là mọi chuyện về Kim_Soo_Hyun thật_sự rất hỗn_loạn , hơn_nữa tôi còn đọc được những hành_động của anh ấy sau cái chết của Kim_Sae_Ron , đến một bữa tiệc như_thể không có chuyện gì xảy ra ... Anh ấy biết cô ấy và thậm_chí còn chụp ảnh cùng nhau , rõ_ràng là có một mối quan_hệ ở đó . Tôi cảm_thấy thất_vọng về diễn_viên này , hy_vọng sự_thật sẽ sớm được đưa ra ánh_sáng và công_lý sẽ được thực_thi .",132,Không ủng hộ
1589,"Mới gần đây thôi , người quen của tôi còn bảo là cái người mà cư_xử tồi_tệ ở phim_trường một_cách thản_nhiên ấy , không hề bị dính scandal gì , đúng là biết cách xây_dựng hình_tượng . Quả_báo đến nhanh thật , sống mà cứ làm điều xấu thì sẽ có ngày bị như này .",69,Không ủng hộ
1590,Tuyệt_vời Gaseyeon,6,Không liên quan
1591,Chắc Kim_Soo_Hyun giờ này không_những không hề hối_hận mà_còn đang tức_tối một_mình ấy chứ . Chắc_chắn anh ta sẽ không nghĩ tất_cả là do mình mà sẽ tự hợp_lý_hoá rằng là do Sae_Ron thôi ... Bực thật .,55,Không ủng hộ
1592,Bởi_vậy con_bé mới chọn ra đi vào ngày sinh_nhật của hắn .,16,Không ủng hộ
1593,"Thật đau_lòng . Khi còn nhỏ , cậu ấy đã lăn_xả vào làng giải_trí kiếm tiền , nhưng bố_mẹ lại tiêu hết . Việc lái_xe khi say_xỉn là sai , nhưng tất_cả mọi người đều quay lưng lại và chỉ_trích cậu ấy . Trong giới giải_trí , những người còn tệ hơn cậu ấy vẫn sống tốt . Không có người_lớn nào che_chở cho cậu ấy . Dù_vậy , cậu ấy vẫn làm thêm để kiếm tiền , nhưng lại bị chỉ_trích là làm màu . Liệu cậu ấy có nơi nào để nương_tựa không ?",116,Ủng hộ
1594,Đồ lắm tiền mà không giúp cho tử_tế . ㅡㅡ,12,Không ủng hộ
1595,"Chú à , Kim_Sae_Ron ... Kim_Soo_Hyun giết rồi ...",16,Không ủng hộ
1596,"Xem kìa , Osen chặn hết bình_luận rồi , trang này từng câu view bằng cách đưa tin ác_ý về Kim_Sae_Ron trước khi cô ấy suýt chết .",37,Không ủng hộ
1597,"Chán quá , không có bản dịch tiếng Anh .",9,Không liên quan
1598,"Nếu ở nước_ngoài thì chắc_chắn đã mở phiên_toà và bị chôn vùi rồi , luật_pháp vị_thành_niên quan_hệ tình_dục với trẻ vị_thành_niên rất mạnh .",37,Không ủng hộ
1599,Nếu làm theo luật ... thì giờ không_thể đến Mỹ được nữa . Tội_phạm ấu dâm bị cấm nhập_cảnh .,24,Không liên quan
1600,Không phải tầm_cỡ của Kim_Soo_Hyun .,9,Không ủng hộ
1601,Thật đau_lòng khi biết về hoàn_cảnh khó_khăn mà Saeron đã phải trải qua ... Mong bạn ở trên trời sẽ trút bỏ mọi gánh nặng và hạnh_phúc .,33,Không ủng hộ
1602,Vui_lòng cho thêm phụ_đề tiếng Tây_Ban_Nha .,11,Không liên quan
1603,Cần bắt giam Kim_Soo_Hyun vì tội cưỡng_hiếp có chủ_mưu .,14,Không ủng hộ
1604,Số tiền Kim Soo-hyun kiếm được khi quay một quảng_cáo ... < br > Kim Sae-ron đã tuyệt_vọng cầu_xin bạn trai đầu_tiên mà cô hẹn_hò 6 năm cứu mình . Cô ấy đã khốn_khổ đến mức nào ... < br > Thật tàn_nhẫn và độc_ác .,60,Không ủng hộ
1605,"Thật_sự là ... đã xin cứu_giúp bằng cả tấm lòng mà ... Làm_ơn cho thở một_chút rồi trả_lời đi chứ , cho người ta gây_dựng lại rồi từ_từ nhận lại tiền cũng được mà ... Một thằng kiếm cả trăm tỷ mỗi năm cơ_mà",52,Không ủng hộ
1606,Điên thì có sao đúng là bộ phim_truyền_hình để đời,13,Không liên quan
1607,Kẻ tâm_thần đóng phim драмы tâm_thần,11,Không ủng hộ
1608,Hai thằng điên,3,Không ủng hộ
1609,"Jin-ho à , em sống tốt chứ ?",9,Không liên quan
1610,Hận nhiều đến mức nào mà_lại đi vào đúng ngày sinh_nhật chứ .,15,Không ủng hộ
1611,Wow ... Không phải là kẻ tâm_thần à ?,11,Không ủng hộ
1612,"Sae_Ron à , thương em quá phải làm_sao đây . Trải qua bao đau_khổ và thử_thách như_vậy . Đoạn kết của cuộc_đời ngắn_ngủi với nỗi hận lạnh_lẽo trong tim . Trời biết đất biết , giờ thì tất_cả chúng_ta đều biết rồi . Mong em yên_nghỉ .",62,Không ủng hộ
1613,"Mọi chuyện đã sáng_tỏ rồi , mong bạn yên_nghỉ nơi đó . Bạn đã vất_vả nhiều rồi ...",25,Không liên quan
1614,"Kim_Soo_Hyun thực_sự giống Tập_Cận_Bình về mọi mặt . Kim_Sae_Ron đáng thương quá . Bị phơi_bày ra tội_phạm ư ? ? Và tôi sẽ nhớ cả Jun_Ji_Hyun và Kim_Soo_Hyun , những người đã tham_gia vào dự_án Đông_Bắc Á. Tôi sẽ tẩy_chay và không bao_giờ xem_lại phim_truyền_hình của họ .",70,Không ủng hộ
1615,Nhưng_mà Gaseyeon ngắt lời người khác nhiều quá khi nói_chuyện điện_thoại thì phải ...,20,Không liên quan
1616,Ý là do chỉnh_sửa nội_dung cuộc_gọi nên có_thể nghe như_vậy đó ạ .,18,Trung lập
1617,"À , vậy ạ , tôi đã hiểu nhầm . Cảm_ơn bạn đã cho tôi biết !",20,Không liên quan
1618,"Chắc_chắn sẽ thấy lạnh sống_lưng cả đời . Thật là tuyệt_vời , có phải là người không vậy ?",25,Không ủng hộ
1619,"Thằng này biến_thái với cả đồi_truỵ hơn mình nghĩ đấy , đem trẻ_con ra đùa_giỡn , lợi_dụng địa_vị xã_hội . Tạch đi là vừa",35,Không ủng hộ
1620,"Lúc ảnh selca Kim_Sae_Ron_Kim_Soo_Hyun bị lộ , chỉ có Sae_Ron bị chửi sấp_mặt luôn ... Thì_ra là vì lý_do này , Kim_Soo_Hyun ghê_tởm vãi .",43,Không ủng hộ
1621,"Nếu người đã khuất cứ thế_ra đi , gia_đình cũng không nói gì thì chắc_hẳn hắn ta đã tiếp_tục sống cuộc_sống của người nổi_tiếng như_thể chưa từng có chuyện gì xảy ra . Nếu đây không phải là thái nhân_cách thì cái gì mới là thái nhân_cách chứ ?",58,Không ủng hộ
