ID,Token Count,Comment Text,Label
8295,4,Chuyện hài có thật,Không liên quan
8296,8,tao thấy nhiều còn đẹp hơn ổng nữa,Không liên quan
8297,6,Giờ còn lại gì !,Không liên quan
8298,10,Tao quay về với tình_đầu Lee_Min_Ho đây,Không liên quan
8299,9,May_mà chồng tao là cha eun woo,Không liên quan
8300,9,thôi mình về lại với Seon_Jae vậy,Không liên quan
8301,11,"Mệt , thôi tao về bên Nam joo hyuk",Không liên quan
8302,12,Hoii mệt quá tao về với Ahn_Hyo_Seop,Không liên quan
8303,9,May quá tao chưa baoh thích ông này,Không ủng hộ
8304,20,"Ở nhật , hàn . Chồng tao bảo là yêu từ hồi cấp 2 là bình_thường ớ bây ơi",Không liên quan
8305,5,ê ý là .. ê,Không liên quan
8306,12,vì tình_yêu mà phải đánh_đổi như_vậy có đáng không,Trung lập
8307,11,"th mệt quá , tao về với_Choi hyun wook",Không liên quan
8308,6,ai giải_thích cho tui với,Trung lập
8309,9,"thôi bye nhe , em theo Lee_Do_Hyun",Không ủng hộ
8310,11,Thôi mệt quá hóng đủ rồi tao về với yêu đây,Không liên quan
8311,19,"May quá chưa xem QOT , chứ không là không_thể vượt qua nổi cú sốc này",Không ủng hộ
8312,31,"nhớ hồi đó tao lớp 11 anh người cũ cũng bảo đợi ảnh đi nhập ngủ về nhưng tao say no , tao thà độc_thân chứ không có đợi được",Không liên quan
8313,26,"Ê thấy câu_chuyện chưa đâu vào với đâu , chưa rõ_ràng gì mắc gì chởi nhau vậy các bà cho đau_đầu",Trung lập
8314,6,Mệt quá lỗi tại tao á,Không liên quan
8315,7,Cha Eun_Woo là cái gì đó,Không liên quan
8316,49,"hahah may_mà tao đu W1 cụ_thể là Lai_Guan lin , giờ ảnh về làm công_chức luôn rồi = chỉ có_thể đi hóng drama của idol người khác chứ idol mình thì không thấy được hoạt_động của ảnh luôn :",Không liên quan
8317,14,Sao lúc mới yêu gia_đình không ngăn cả mà giờ mới nói nhỉ,Trung lập
8318,21,"nếu đây là thật , thật đau_lòng cho Kim sae ron , thất_vọng với Kim_soo hyun",Không ủng hộ
8319,6,Tao giờ mê Lee_Wang_Soo,Không liên quan
8320,6,ê vụ gì vậy :,Trung lập
8321,8,guu mình Hứa_Quang_Hán nha .,Không liên quan
8322,12,Bậc thầy chăn rau anh từ giờ hãy là idol của em,Không ủng hộ
8323,3,toi không tin,Trung lập
8324,12,trước năm 2020 thì 13tu . QH cũng không vi_phạm,Trung lập
8325,10,này jiong bà NE quá . luỵ tình,Không ủng hộ
8326,9,hên quá tao chỉ stan lee do huyn,Không liên quan
8327,12,"Thôi tao mệt quá , tao về với li cang su",Không liên quan
8328,8,không yêu nhau sao lại viết thư tình,Không ủng hộ
8329,10,ta nói cái drama gì mà nó lòng_vòng =,Trung lập
8330,7,Tui vẫn chưa hiểu được vấn_đề,Trung lập
8331,9,Mà sao gia_đình cũng cho quen dị trời,Trung lập
8332,13,hoi tao mệt quá tao về với Yoo_Yeon_Seok của tao đây,Không liên quan
8333,10,ai tóm_tắt hộ cái dramma này không,Trung lập
8334,13,Mệt_mỏi quá vậy thôi tôi về với Lee kwang soo đây,Không liên quan
8335,20,Chọn ngày_sinh nhat của Kim_Soo_Hyun đề tự_sát thì chắc không phải trùng_hợp đâu hen,Không ủng hộ
8336,7,Jung_Hae_In của tôi vẫn đỉnh,Không liên quan
8337,12,Hên mà tao chọn đu idol nhật quyết_định đúng_đắn,Không liên quan
8338,8,Vì sao đưa anh tới ?,Không liên quan
8339,11,xong rồi bội_ơn ... thanh công roi quên bạn gái,Không ủng hộ
8340,16,Không nói đến chuyện kia.phải công_nhận cặp này đẹp_đôi thật !,Trung lập
8341,10,Gặp tao tao được vậy cưới kim saeron luôn,Ủng hộ
8342,13,Không ai qua được con mắt của thám tủ dân mang !,Trung lập
8343,38,Khi nào có bằng_chứng 2 bên thì nói_chuyện . Chứ toàn tự kể từ 1 phía . Thế cả triệu cô gái cũng yêu_đương với Kim_soo hyun từ “ Vì sao đưa anh tới,Trung lập
8344,14,Tự_tin thì đệ đơn kiện thôi . Chứ đăng bài đi ai xử,Trung lập
8345,11,Đâu phải chờ_đợi là có được kết_quả xứng_đáng,Không liên quan
8346,9,xong lấy người khác à các cháu ?,Trung lập
8347,9,Thôi mệt quá tao đi cưới Nam_Joo_Hyuk,Không liên quan
8348,4,Quy_hoạch thủ_đô,Không liên quan
8349,59,"ủa tao thấy trong phốt có nói gì đến vụ tcam mấy người này sao đâu , nợ thì trả cũng 12,13 tỷ chứ ít gì . cái quan_trọng là mún phốt thì 3 mặt 1 lời họp_báo thì nói , tnhien giờ chết là quy tội hết cho người kia",Trung lập
8350,54,"về vấn_đề yêu_đương thì theo_dõi tiếp còn quy_luật ở đời có vay có trả , vay được phải trả được không ai ăn không của ai gia_đình lên_tiếng tầm này chắc_chắn để không phải trả số nợ mà bạn nữ để lại hóng nhà_trai lên_tiếng",Trung lập
8351,134,"Báo đưa tin_yêu từ 2016 mà 2017-2020 Kim_Soo_Hyun đi nghĩa_vụ_quân_sự , đến 2021 thì chia_tay mà.không nghĩ là khoảg time đó ổng làm_vậy với bà này , chắc phải ra_quân ông ấy mới ấy … thì lúc đó Kim_Sae_Ron đủ tuổi rồi mà.Với cả đến tận 2020 Hàn_Quốc mới nâng độ tuổi đồng_thuận từ 13 lên thành từ 16 tuổi mới được qhtd . Giờ die không đối_chứng ? Chuyện ổng đưa số điện_thoại cho bên báo , và công_ty đòi tiền cũng chưa có xác_thực ? Chỉ có nghe từ 1 phía nên tao còn hóng cho khi có thêm tư_liệu nha .",Trung lập
8352,21,Tụi fan Kim_soo hyun có vấn_đề hả ? Vđe không phải tiền mà là ấu dâm trời_ơi,Không ủng hộ
8353,26,"Hên quá Hàn tao đu có 2 người chồng , 1 là Jisoo 2 là Hyeri . An_tâm mà sống",Không liên quan
8354,6,thích Lee_Dong_Wook đi ạ,Không liên quan
8355,25,Nợ thì phải trả 12 tỉ chứ phải 12tr đâu mà không trả chia_tay rồi chứ nghĩa_vụ là phải cho nó à,Không ủng hộ
8356,22,Ê xưa Kim_soo hyun với Sulli đóng phim chung xong bị đồn yêu nhau dân hàn cũng vào chửi Sulli ha,Trung lập
8357,21,xã_hội hàn nó tàn_khốc không như trên phim nên các bạn trẻ nên biết_ơn khi sống ở VN,Không liên quan
8358,15,"tôi quá mệt_mỏi rồi , tôi về với anh Lee_Dong_Min",Không liên quan
8359,28,"Chứ nó không đợi thì nó làm gì ? Drama này tui thấy tào_lao hơn chuyện của thằng Jack , xứ Hàn thật ngộ .",Trung lập
8360,41,"Nước đi này Kim_soo hyun mất nh hơn được , tiền thì chưa đòi được đã tàn_canh . Đấy có phải cố đóng thêm 2 tập phim nữa cho em nó nợ thêm tí nữa là êm rồi không",Không ủng hộ
8361,54,Xem phim HQ thấy các cặp yêu nhau từ những năm trung_học là bình_thường . Đôi này còn yêu xa 2 năm do Kim_soo hyun đi lính nữa . Nên tính ra thì từ năm Kim sae ron học lớp 11 thì cả 2 mới bên nhau nhiều hơn .,Trung lập
8362,55,"có dramma thì tui hít cho nở phổi chứ không dám comment ... sợ bị lật_qua_lật_lại không kịp đi thu_hồi Sống đúng tiêu_chí : "" vẫn nghe nhạc × xem phim đều_đều , còn dramma là để hít "" lun",Trung lập
8363,18,vậy sao lúc còn sống người_nhà không lên_tiếng . jơ bới lại chi vậy .,Trung lập
8364,41,"Ê khoan , ý là đợi đi nghĩa_vụ về thì cũng bình_thường mà . Chung_thuỷ là điều cơ_bản trong tình_yêu mà , không có bênh nhưng_mà thấy nó cũng có gì đâu …",Trung lập
8365,18,tao mệt qua tao sống thử vợ_chồng tao chưa đủ tui vị_thành_niên nak.mệt,Không liên quan
8366,30,sao lúc mới quen nhau sao không thông_báo voi truyền_thông giờ con_bé mất rồi loi ra để làm gì muốn gì từ người đàn_ông đó,Không ủng hộ
8367,31,cô bé xinh_đẹp quá ... thương ... trông hai người cũng rất là đẹp_đôi . có nét phu Thê mà sao lại ... thương cô bé,Trung lập
8368,24,Sao lúc còn sống không bới lại . mà người_nhà mất rồi mới bới_móc là sao . để đòi bồi_thường ah,Không ủng hộ
8369,33,Gia_đình định hốt cú chót hả gia_đình ơi ? ? Hốt bạc của con_bé từ nhỏ tới lớn rồi giờ con_bé mất tính làm cú chót hả,Không ủng hộ
8370,49,"nếu là người bình_thường thì không đáng nói , cái quan_trọng là ổng đag đỉnh lưu , nên nó là chuyện khác . yêu xong chia_tay là chuyện thường gặp , còn đòi quà nữa thì cũng có nhiều mà .",Trung lập
8371,92,"Tao thấy nhiều người bênh thằng này vậy , quen nhỏ này từ lúc bao tuổi , quen bao_nhiêu năm đó , để fan chửi con_nhỏ tan_nát , cũng không bênh_vực gì , chia_tay đòi tiền liền , mà nhiêu đó tiền thằng này thừa sức giúp , không cần cho lun , từ_từ nhỏ trả , mà ép tới kiểu đó , đám_tang không viếng gì , tệ_bạc vậy_mà cũng bênh cho được",Không ủng hộ
8372,34,"Tao thấy quen lúc n học cấp 3 là bình_thường lắm , con_nít giờ cấp 2 nó đã cặp_bồ rồi . Còn chuyện khác tao không bình loạn",Trung lập
8373,18,"ủa , bình_thường mà . gia_đình con kia muốn tống_tiền thằng này chứ gì",Ủng hộ
8374,15,bà nào nổi nổi đứng ra bốc phốt nữa là toang luôn sụ nghiệp,Không ủng hộ
8375,8,Thì_ra vẫn có người tệ như Jack,Không liên quan
8376,4,Ảnh tù đó hả,Không liên quan
8377,4,Tàu lượn siêu_tốc,Không liên quan
8378,29,"Tao thấy toàn do cdm dồn con_nhỏ không làm_ăn nổi để kiếm tiền , g chúng_mày quay ra trách người khác là sao",Không ủng hộ
8379,35,í là cái lúc Kim_Sae_Ron sống á sao hông thấy gia_đình lo ta mà giờ bả mat rò liên_quan tới tiền cái là nhảy ra íhông bít hỏi thật,Không ủng hộ
8380,4,Chết rồi không yên,Không liên quan
8381,96,đời này có ai hoàn_hảo ma phán xet bới_móc cn nta có ai ở trong cuộc tình đó ma nói như thật để rui hại sự_nghiệp của nta cố gang nổ lực bao nam .. có tinh yeu nao tốt_đẹp đâu có nhưng n yêu nhau hẹn thề đủ thứ loại rui còn đâm_chém giêt nhao nk la huong gì đây đã la chia_tay rui ma cũng không biet cxac la như thế_này nk .,Trung lập
8382,11,các em phắn đi tao vẫn fan Kim_Soo_Hyun,Ủng hộ
8383,24,"bme cũng chả ra gì , bây_giờ con_bé đi rồi mới nhân_văn đòi công_bằng chỉ khổ_thân con_bé",Không ủng hộ
8384,19,hẹn_hò rồi chia_tay thôi mắc gì phải tự xử chị rồi giờ lên làm_trò hề dị,Không ủng hộ
8385,19,Chia_tay 4 năm rồi .. giờ 1 người chớt 1 người lại tt bị bạo_lực mạng,Trung lập
8386,18,"thương bả ghê á , gia_đình đã này kia rồi còn dính dô cha già này",Không ủng hộ
8387,28,"Mọi người ơi , không có beak này thì có beak khác , còn beak yijin mọi người ơiiii",Không liên quan
8388,49,"mình thấy ngoài việc ông này quen người dưới tuổi vị_thành_niên thì thấy ổng chẳng sai cái gì . Chia_tay xong thì nếu là mình thì mình cũng đòi tiền như_vậy , việc gì ra việc đó chứ . Tình_cảm thì 1",Ủng hộ
8389,67,"Chưa bàn tới vđ thật hay không . Nhưng sao hồi con_nhỏ còn sống thì không ai đứng ra lên_tiếng , mà đợi chớt rồi mới nói không vậy . Biết_bao idol khác cũng vậy , cái xh hàn sống thì hùa nhau dìm chớt người ta , chớt thì lên khóc thương . Thối_nát",Không ủng hộ
8390,18,Ví_dụ như_anh hyun là 1 thằng ất nào đó thì chắc giấu đi không đk,Trung lập
8391,14,trời quơ đào hồi tá lã âm_binh load không kịp luôn á,Không liên quan
8392,15,"Trước nhìn đzai thế , giở nhìn đâu cũng ra cái mặt Sở Khanh",Không ủng hộ
8393,80,"chửi ổng thì mấy má cũng nhìn lại mình mấy năm trước có ngồi đây chửi bả không đi , tao không phải bênh Kim_Soo_Hyun mà tao thấy tm cũng chả vừa lúc người ta lùm xùm đâm xe , đăg ảnh thì chửi người ta không ngốc đầu lên được , nhờ mấy bạn góp công nên chị ấy mới thành_ra vậy chứ không phải 100% do Kim_Soo_Hyun đâu mà nói",Không ủng hộ
8394,9,thôi ông này giải_nghệ hộ tui cái đi,Không ủng hộ
8395,49,"Tao có thiện_cảm với ổng lắm á , mà yêu thích gì thì cá_nhân người trưởng_thành quen với bé tuổi vị_thành_niên tao cũng không nghĩ trong_sáng được , bây_giờ vậy rồi có trong_sạch ổng cũng khó mà chứng_minh được á",Không ủng hộ
8396,65,"Ngủm rồi nhưng gia_đình vẫn không để yên và vẫn kiếm tiền . Tội con_nhỏ voãi . Sống thì cày kiếm tiền nuôi gia_đình , nợ các nhãn hàng thì fai vay . Còn Kim_soo hyun nếu thực_sự có gì đó với Kim sae ron thì chuyến này như bong_bóng xà bôg",Không ủng hộ
8397,48,"Gia_đình nhỏ này đang muốn huỷ_hoại chình con gái của mình đây , đòi tung ảnh nóng gì các kiểu , lúc còn sao không tố , giờ tố được cái gì đây , người đã mất rồi còn không được yên",Không ủng hộ
8398,9,tình_tiết còn gay_cấn hơn cả trên phim,Trung lập
8399,49,Còn có bằng_chứng này_nọ đi kiện liền đi . Nhấp nhấp rung cây chờ_đợi cái gì . cái kiểu tung cho truyền_thông thì chỉ có muốn bay màu sự_nghiệp người ta . còn muốn trả_thù hay kiên có bằng_chứng là kiện lie,Ủng hộ
8400,25,"Đúng là Hàn_Quốc bố của điều hướng , đang 8 bom thả ngu , xong hôm_nay lôi vụ này lên phát im luôn",Trung lập
8401,66,"Ê tao không hiểu Kim_soo hyun bị lỗi gì ý , đòi nợ người_yêu cũ là sai à : còn yêu_đương với trẻ vị_thành_niên cũng đâu có phạm_luật , đâu có chứng_cứ gì là qh với trẻ vị_thành_niên đâu , với cả còn yêu tận 6 năm thì cũng không phải qua đg",Ủng hộ
8402,12,lẹo cái với cnit ranh mới binh thằng đó,Không ủng hộ
8403,17,Không yêu thì chia_tay kết_thúc in đi cho người sống_còn sống tiếp lắm_chuyện,Trung lập
8404,36,"yêu là yêu , còn vay thì phải trả . người tệ là người_nhà cô gái này . người_thân ruột_thịt không giúp mà gây áp_lực kiếm tiền lên vai cô gái",Trung lập
8405,25,"Mấy má hóng trượt comment tíu le thật chớ . Mấy con_mẹ đó đừng trả_lời làm gì , mệt hơi",Không liên quan
8406,15,15 tuổi yêu có gì sai có bằng_chứng qhtd mới sai chứ,Trung lập
8407,26,Thì sao ? Không được đợi à ? Ai bắt đợi à ? Gia_đình bà này muốn đòi tiền hay huỷ_hoại thanh_danh à,Không ủng hộ
8408,55,"Tao cũng chưa thấy chứng mình được anh đó tệ chỗ nào , vì chia_tay đòi tiền hả . Tiền vay công_ty phải trả là đúng rồi.Chia tay 2021 đến 2022 mới có vụ tai_nạn . Nếu không QH khi 15 tuổi thi không vi_phạm pháp_luật",Trung lập
8409,18,Bỏ_qua mọi thứ nhưng đã từng yêu mà không đến viếng lễ tang là sống như rồi,Không ủng hộ
8410,50,"Mà thấy ngộ thật lúc con mình quen người lớn_tuổi vậy , gia_đình biết sao không cấm_cản đi , rồi giờ lên đàn tố này tố kia , ăn không được nên quay ra cắn người ta , tiền mà tưởng lá me lá mít không Á",Không ủng hộ
8411,15,thật_ra chuyện nhu này ngoài đời đầy 15 tuổi yêu là bình_thường mà,Trung lập
8412,23,"vấn_đề là bạn nam kia phũ nhận không quen , lúc đó chênh_lệch độ tuổi quá lớn á cậu",Không ủng hộ
8413,27,"à thì phủ_nhận trong gioi showbiz cũng bình_thường mà , còn chênh nhau trên đời này đầy người nổi_tiếng thì làm quá thôi",Trung lập
8414,4,tại bã ham giàu,Không ủng hộ
8415,9,Còn ác hơn ngô diệp phàm ..,Không ủng hộ
8416,16,Ác chỗ nào vậy ? ? ? Có bằng_chứng gì chưa mà kêu ác,Trung lập
8417,7,Hiểu định_nghĩa từ ác không thế,Không liên quan
8418,46,Mà mày không nghĩ … chia_tay từ 2021 … rồi vẫn phải có trách_nhiệm với người_yêu cũ . Tỉnh_táo lên hỡi các cô gái … . Làm gì có ai dở đâu mà chia_tay rồi vẫn lo cho nhau .,Không ủng hộ
8419,17,": đây là tin từ 3 hôm trước nha bà , cập_nhật tin mới nhất nha",Không liên quan
8420,12,"Ủa nhiều lắm hả bà , theo không kịp lun",Trung lập
8421,16,Đúng rùiiii : tui cập_nhật tin mới nhất rồi á,Không liên quan
8422,5,À vậy á hả bà,Không liên quan
8423,5,không yêu cái tự xử,Không liên quan
8424,64,"Không bả bị áp_lực tài_chính á . Mà tại người ta đồn do công_ty ổg ép , mà tui search thì người sáng_lập là 2ng nào á kp ổng . Mà tui không hiểu sao người ta tự_sát thì người còn lại luôn là người sai , kiểu bị cảm_tính hay sao á",Trung lập
8425,17,"chào người đẹp , người đẹp có quả avatar đẹp như avt mình vậy .",Không liên quan
8426,30,nghe mày đồn chia_tay năm 2021 còn việc đòi tiền là của công_ty giờ bà mẹ lên đưa ra thư tuyệt_mệnh ý là không mún trả tiền,Trung lập
8427,54,"Chời ơi vàg quan đỉm , hồi bả quen người lớn_tuổi không thấy cấm , lúc hỗ_trợ tiền cũng không thấy lên_tiếng . Giờ con mất còn phải trả nợ cái lên_tiếng . Thương chị đó vì có người_nhà vãi ò luôn .",Không ủng hộ
8428,21,Avt của người đẹp cũng đẹp mà có con deo tính cho tui lên nồi đúm khum,Không liên quan
8429,59,"Thật_ra mọi người à , sự_thật cũng chưa ngã_ngũ , chúng_ta cứ chờ đi . Cơ_mà mình rất băn_khoăn về gia_đình của chị ấy , vì dù người ngoài có đến mức như thế_này đi_chăng_nữa , gia_đình vẫn là nơi để ta trở về .",Trung lập
8430,52,"Đến giờ tao vẫn cảm_thấy bà dì hay người_nhà của chị thực_sự chỉ muốn lấy tiền từ vụ này chứ không thực_sự thương chị ấy . Giờ người mất rồi làm_sao mà đối_chứng được nữa , bà dì cảm_giác cũng chẳng đáng tin …",Trung lập
8431,41,Em cũng thắc_mắc tại vì nếu_mà 2 người_yêu nhau từ lúc c ý 16 tuổi ý thì tại_sao gia_đình không ngăn_cản hay lên_tiếng gì mà để đến tận bây_giờ mới lên_tiếng,Trung lập
8432,37,Bà này cùng ý ta . Chỉ đơn_giản họ không mún trả tiền cho ông này nên giờ cứ giật ngược và anh vào cái chuyện yêu 16 tao đễ kiếm cớ không trả tiền,Ủng hộ
8433,20,Ủa là sao ta thấy cũng bình_thường mà sao lại nói tài_khoản kia tồi là sao ta,Trung lập
8434,32,"Cái đợt gọi là Bùng_Nổ Queen_Tear thì Kim sae ron đăng cái ảnh đấy lên á , em nhớ lắm tại đợt đấy thích qot lắm",Trung lập
8435,19,Mình thì thấy chia_tay từ năm 2021 rồi mà sao tự_dưng lúc đó đăng ảnh 2 người,Trung lập
8436,43,vì Kim_soo hyun không trả_lời tin nhắn của Kim sae ron nên chắc chị cũng chọn ảnh “ đỡ ” thân_mật nhất để up lên với mong_muốn Kim_soo hyun để_ý tới và trả_lời cổ,Không ủng hộ
8437,37,ông này không trả_lời tin nhắn mà_còn leak số điện_thoại của chị họ bả ra nên bả bị cyberbullying bởi fans ổng và netizens nữa nha,Không ủng hộ
8438,12,Ngoan thì không ai uống rượu để gây tan nạn đâu nè,Không ủng hộ
8439,30,"Nói_chung là bà ạ , đánh kẻ chạy đi không ai đánh kẻ chạy lại , bả cũng biết lỗi rồi í , giờ bả cũng mất rồi",Trung lập
8440,35,"Nhưng_mà í là sai thì đi xl là đúng rồi , nó là điều hiển_nhiên chứ không phải là việc_làm tốt . Với_lại vay thì phải trả tiền chứ sao",Trung lập
8441,42,: thì bả có nói không trả đâu bả xin gia_hạn mà với cái công_ty kia còn bắt bả đền thêm hơn 300 tỷ nữa tiền hợp_đồng trả bgay lập_tức ngay lúc bả đang bị khủng_hoảng,Không ủng hộ
8442,27,Cuộc_đời sống đừng dồn ngkh vào đường cùng . Bạn cũng không mong ngkh dồn bạn vào đường cùng lúc khó_khăn chứ ?,Trung lập
8443,28,"Quan_trọng là bả xl trước khi tự_sát , đx có suy_nghĩ tự_sát mak còn nghĩ cho người khác thì lạ thật",Trung lập
8444,23,Thật vậy thì Kim_soo hyun tệ quá ! Hẹn_hò người ta mà giờ phủ_nhận . Mất hình_tượng ghê !,Không ủng hộ
8445,10,hẹn_hò chứ có có nghĩa_vụ cả đời à,Trung lập
8446,47,hẹn_hò chứ có phải chồng_con đâu . hết yêu Jo muốn gì nữa . chả nhẽ lên công_nhận ờ hồi xưa có yêu KSA rồi lúc đó không được vỗ_tay mà có_khi chúng_nó lại vào chỉ_trích là câu view,Ủng hộ
8447,27,"lúc đó chia_tay được 3 năm rồi bạn , còn đang chiếu_phim tình_cảm hot nữa . Tại_sao phải nhận cho rách_việc",Ủng hộ
8448,43,cái gì nó ra cái đấy . vay_mượn thì 1 nghìn cũng phải trả . yêu thì yêu không yêu thì phải trả lại cho người ta . với ta vay 1 nghìn phải trả . cho cả chục triệu không tiếc,Trung lập
8449,8,Các bé vn bênh ảnh lắm chịu thôi,Không liên quan
8450,37,"thật gặp ở VN mình mà có người như_vậy là tụi nó chửi khỏi đâu thai lun chứ đùa , này mà ở TQ là cho nghỉ đông lun khỏi phải bênh",Không ủng hộ
8451,10,tao thấy nhiều con bảo thôi không cần trả :,Không ủng hộ
8452,7,Nghe bạn kể mà khó thở quá,Không liên quan
8453,31,"Dạ video đầu em làm_nên cũng hơi vụng á , em sẽ cố_gắng cải_thiện phần nói ở những video sau , cảm_ơn anh đã góp_ý ah",Không liên quan
8454,19,"Chào chị , thế ai đứng ra lôi vụ này ạ , , , em cảm_ơn chị nha",Trung lập
8455,14,Một kênh diu tube đã đứng ra nói lên vụ này bạn nho,Không liên quan
8456,17,mình hỏi xíu công_ty chủ_quản này có phải của ông này không vậy ?,Trung lập
8457,4,Chính_xác :,Không ủng hộ
8458,15,toi vẫn chưa biết ngày_mai làm cách nào để ổ lật lại ván cờ,Không liên quan
8459,54,Ê nha mọi người tiếp_nhận ttin nhớ double tripple check nha chứ nghe nãy_giờ thấy bạn này đưa tin hơi bị phiến_diện á : Tui không fan ai trong dàn dvien hàn hết and sv này tui cũng đag đi hóng ttin thôi,Trung lập
8460,6,Thua pol pot mỗi quốc_tịch,Không liên quan
8461,3,c nói nhanh,Không liên quan
8462,35,"Em cảm_ơn chị đã góp_ý , đây là lần đầu_tiên em làm_nên còn hơi thiếu chuyên_nghiệp một_chút , video sau em sẽ cố chỉn_chu hơn ạ",Không liên quan
8463,27,"Dài quá , nói_chung là chưa hết đâu mọi người . Tui nghe bảo ngày_mai Dispatch sẽ lấy lại thanh_danh cho ảnh :",Trung lập
8464,6,nói_chung là xN lần,Không liên quan
8465,37,"Kim sae ron bà , video đầu tui làm_nên cũng hơi vụng á , có rì tui sẽ cố_gắng cải_thiện hơn nha , cảm_ơn bà đã góp_ý cho tuii",Không liên quan
8466,6,C cũng tù mò lúm,Trung lập
8467,6,Bế Jiwon chạy vội ạ,Không liên quan
8468,7,Tí làm video nữa đi bác ơi,Không liên quan
8469,9,Oki bác : tui đang ngồi dịch đây,Trung lập
8470,15,Vừa thương vừa giận Kim_Sae_Ron thôi còn drama thì chả qua_tâm,Trung lập
8471,31,"Yêu như mà yêu lớn_tuổi thấy cũng rất nhiều , đôi_lúc chắc người ta cũng không_thể bik được tại_sao họ lại yêu lớn_tuổi",Không liên quan
8472,18,"Cho mình hỏi là ai là người cho vay tiền , công_ty hay Kim_soo hyun",Trung lập
8473,12,Cuối_cùng đáng trách vẫn là gia_đình chấm_hết .,Không ủng hộ
8474,5,rồi cuối_cùng sao mất,Trung lập
8475,32,"Quen nhau là tự_nguyện mà nhỉ , đành_rằng ổng phủ_nhận không quen là sai nhưng cứ lấy cái cớ bả 15 tuổi quen ô này n bị kỳ",Trung lập
8476,23,"Khổ_thân Kim sae ron , em ấy chắc phải chịu_đựng nhiều lắm . Đến bây_giờ vẫn không yên",Không ủng hộ
8477,44,Tao là người cho vay tiền thế nên bây_giờ nghe chưa ai nợ mà không trả dù có khó_khăn như nào tao cũng không quan_tâm người nợ ý . Huhu . Vậy là tao ác quá phải không bay .,Không liên quan
8478,30,"mình không hiểu sao nhiều người vẫn bênh cho Kim_soo hyun , bà mẹ mình cũng không chấp_nhận đk , khổ_thân Kim sae ron",Không ủng hộ
8479,6,tự_nhiên thấy Jack tốt ghê,Không liên quan
8480,19,"Thật_sự là bình_thường mà , không yêu chia_tay thế thôi sao lại trách anh kia nhỉ",Ủng hộ
8481,13,"Nào cho ra cho , nào mượn thì trả , có gì đâu",Trung lập
8482,9,thật đáng tiếc cho 2 thiên_tài diễn_xuất,Trung lập
8483,5,Nghe bà này cuốn ghê,Không liên quan
8484,7,Ui cảm_ơn gái xinh nhá,Không liên quan
8485,7,Tao đi coi tôn hoa sen đây,Không liên quan
8486,6,sao c ý mất vậy ạ,Không liên quan
8487,35,"Lưu_ý : tin_tức là từ một phía do viện Garasero cung_cấp , còn bên Kim_soo hyun vẫn giữ vững lập_trường nên chờ tuần sau nha mọi người",Trung lập
8488,13,"ý là yêu tận 5,6 năm mà trời sao mà nỡ làm_vậy",Không ủng hộ
8489,10,Toi muon chờ kim_so hyun giải_thích,Trung lập
8490,28,cux là do gia_đình không hiểu bình_thường gì hết nên mới cho con gái đi làm sớm chỉ bình_thường là có lợi cho mình,Không liên quan
8491,7,Quả này cụ đi chân lạnh_toát,Không ủng hộ
8492,9,là tông cái trụ điện đền 350 tỷ á,Không liên quan
8493,8,700 triệu won cũng là tiền mà :,Trung lập
8494,4,hết vuué,Không liên quan
8495,11,Drama dark hơn cả BothNewyears,Trung lập
8496,4,Thuyền gãy làm đôi,Không ủng hộ
8497,6,thoiii - 1 anh chồng,Không liên quan
8498,4,ghe mà thương quá,Trung lập
8499,6,người đáng trách là gia_đình,Không liên quan
8500,12,Cũng chỉ vì tiền chứ con gái mất rồi …,Không ủng hộ
8501,9,Cảm_ơn may quá đỡ phải tìm_hiểu .,Trung lập
8502,4,quá lớn_tuổi ?,Không liên quan
8503,22,Dành cho những bạn giờ mới lướt đến bài của tui : tin này từ khoảng 3 hôm trước rồi nha,Không liên quan
8504,12,Mọi người ơi zô xem video mới nhất của em nha,Không liên quan
8505,24,Tui đăng video rùi nhe : mấy bà nào muốn xem tóm_tắt diễn_biến phần hôm_nay có_thể vô xem nha,Không liên quan
8506,19,"Lưu_ý video này từ 3 hôm trước nha , có thêm những cập_nhật mới rùi nha",Trung lập
8507,10,ngoan mà ur gây tai_nạn hả bạn ? ?,Không liên quan
8508,50,"Tui có comment ở phía dưới á : nói_chung là bả cũng biết lỗi và đi xin_lỗi từng người một rùi nên hoan_hỉ thui bạn ạ . Ai cũng sẽ có lỗi_lầm mà , huống_chi lỗi_lầm của bạn ấy có_thể sửa_chữa",Trung lập
8509,38,"Văn của mấy đứa fan : lái sang chuyện ba_mẹ bắt nhỏ này đóng film . Trên 16 tuổi là tự_nguyện không có ấu dâm . Chia_tay đòi quà là bình_thường , ...",Không ủng hộ
8510,28,Người ch3t rồi không_thể lên_tiếng kẻ sống thì chối_bỏ tất_cả . Rút kinh_nghiệm mốt có tự_sát để lại lời nhắn,Không ủng hộ
8511,11,2 ông_bà này có từng đóng phim chung không ạ,Trung lập
8512,8,chưa xem phim thằng này đóng bây_giờ,Không liên quan
8513,12,Thấy cũng bình_thường mà sao mọi người làm qa vậy ta,Trung lập
8514,39,"Mọi người ơi , mọi người xem dựa theo sự tham_khảo thôi nha , có thông_tin gì sai mọi người có_thể comment dưới comment này để người xem mọi người có_thể nắm rõ nhất",Trung lập
